candidate_id,formula,structure_ref,structure_sha256,chgnet_score,mace_score,consensus_score,consensus_rule,score_status,raw_rank
mattergen_pilot_5k_3gpu_03957,Ta7 Mo1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1553.cif,9a93eec44a5dd0e13a4405f4ddf2572c5d94da279c165a23da8d036c7e3ff87b,10.406499689281155,10.518210369910307,10.406499689281155,"-max(CHGNet_formation_proxy,MACE_formation_proxy)",scored,1
mattergen_pilot_5k_3gpu_00181,Ta10 W6,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1160.cif,4bc0b3e52c6ef1ca4fa415080bb3ee7afdfd47c32d549c2f34b4e6116d87414a,7.643260214617967,8.095871954847524,7.643260214617967,"-max(CHGNet_formation_proxy,MACE_formation_proxy)",scored,2
mattergen_pilot_5k_3gpu_02201,Y2 Cr3 Si1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_1467.cif,5ad310a463dbd805a42f75b300ebcbf56d466749599439507f43d7177a744f42,6.93100216984348,6.965939472710604,6.93100216984348,"-max(CHGNet_formation_proxy,MACE_formation_proxy)",scored,3
mattergen_pilot_5k_3gpu_02131,Ta2 Mo1 Os1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_1403.cif,226965f345b879d952e121f66ab90a9605472d83f731962f60050b0eb3594841,6.177614744610243,6.318929769761622,6.177614744610243,"-max(CHGNet_formation_proxy,MACE_formation_proxy)",scored,4
mattergen_pilot_5k_3gpu_00625,Pr1 Y7,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1560.cif,4faf54b4901ed8ab7c3ddfb06aacf63a13b4689df08df1fae684584b79b8e7c9,5.618189775706799,5.597684948817026,5.597684948817026,"-max(CHGNet_formation_proxy,MACE_formation_proxy)",scored,5
mattergen_pilot_5k_3gpu_04274,Ta4 Si2 B4,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_345.cif,fb8d15fc259d82451c03a63c2f26e8a00f32123012b083bb10d4471a84d9fe19,5.404573917294205,5.430219320702403,5.404573917294205,"-max(CHGNet_formation_proxy,MACE_formation_proxy)",scored,6
mattergen_pilot_5k_3gpu_03869,Pr1 Ta2 Ge2,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1474.cif,34a6cd719f349e419ee3f49c5b81b67b53929f3c1061183be18ed05602aefa14,5.356525879086075,5.2985153987928495,5.2985153987928495,"-max(CHGNet_formation_proxy,MACE_formation_proxy)",scored,7
mattergen_pilot_5k_3gpu_03064,Y4 C1 S1,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard1_gen_750.cif,de01280be7c63a85607f9874b22bcb75d7a04dc9587ac2a4cfdd92de9245d407,5.2860152432312235,5.278845177287984,5.278845177287984,"-max(CHGNet_formation_proxy,MACE_formation_proxy)",scored,8
mattergen_pilot_5k_3gpu_00766,Ta4 Pt2 O12,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_176.cif,0d857d7df694d8c4655e5baa8e28e4fcd07643a5e2bc63d4cb842918bd7fd1f5,5.166278198944482,5.17607044476958,5.166278198944482,"-max(CHGNet_formation_proxy,MACE_formation_proxy)",scored,9
mattergen_pilot_5k_3gpu_00993,La1 Y4,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_380.cif,9545e789bb523e625b6181923d4d5900318c8803acf60dd2fc577b581b32513f,5.120877276674735,5.164723291036098,5.120877276674735,"-max(CHGNet_formation_proxy,MACE_formation_proxy)",scored,10
