candidate_id,formula,structure_ref,structure_sha256,score_model,score_model_version,score_status,energy_per_atom,formation_energy_proxy,predicted_e_above_hull_proxy,score,raw_rank
mattergen_smoke_100_00023,Ta7 Ni1 N8,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_3.cif,ab200b74c51526cc413f2191ed0cb96a30b4bf00897ae508485f8c567dc86085,CHGNet,CHGNet.load_smoke,scored,-10.68241024017334,-6.179367177828665,-6.179367177828665,6.179367177828665,1
mattergen_smoke_100_00088,Ba3 Y4 Sc1 O10,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_89.cif,9c206f1ea35ce33f9a6f9f85f28c215783dc9e6079b32aeccdde828c22e33311,CHGNet,CHGNet.load_smoke,scored,-8.370392799377441,-4.944600230693286,-4.944600230693286,4.944600230693286,2
mattergen_smoke_100_00003,Li1 Cr2 Ge1 N1,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_11.cif,0e522619441b3eee4e4eb97fa13c493dcc23bbe33a12ebfc3bbf1499839e3027,CHGNet,CHGNet.load_smoke,scored,-7.200037956237793,-4.295652315114373,-4.295652315114373,4.295652315114373,3
mattergen_smoke_100_00012,Ho6 S10,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_2.cif,ab9a5dbcca20ddf05a492e8916f866c940cdcbe09846c92cfcfdc66374555976,CHGNet,CHGNet.load_smoke,scored,-6.487321853637695,-3.964844526672013,-3.964844526672013,3.964844526672013,4
mattergen_smoke_100_00047,K5 Rb1 Ca2 F10,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_51.cif,49629d8c647b0bf0d33a82515c3c3175bdab3fe85c96c5dfe08d0536f8cf3439,CHGNet,CHGNet.load_smoke,scored,-4.954665660858154,-3.3022388672907628,-3.3022388672907628,3.3022388672907628,5
mattergen_smoke_100_00068,Ba3 Y2 Ho2 Te8,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_70.cif,4224d208b25985151826a1de6662857ecfd715e20cd2c30bd185600e5c23bea0,CHGNet,CHGNet.load_smoke,scored,-5.248695373535156,-3.250631068930753,-3.250631068930753,3.250631068930753,6
mattergen_smoke_100_00028,Li2 Ca2 Co2 F12,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_34.cif,a9178b64cd8d9b76f4996679c3eb6ffa532f6cec98ed5cd4b5c85723a160e994,CHGNet,CHGNet.load_smoke,scored,-5.4700751304626465,-2.9888436465630672,-2.9888436465630672,2.9888436465630672,7
mattergen_smoke_100_00073,Ba4 Ti1 Cr3 N8,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_75.cif,fb535cc754f71aecc8f9459a74847865a8f85d74db3a6641320fabd32d744476,CHGNet,CHGNet.load_smoke,scored,-7.924656391143799,-2.7869596624180666,-2.7869596624180666,2.7869596624180666,8
mattergen_smoke_100_00084,Na2 Mn1 Cr2 Se6,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_85.cif,b7d5bb198e97861046867080582195a52372d7857d5d120fba74a2dc91039179,CHGNet,CHGNet.load_smoke,scored,-5.659473419189453,-2.7117855483450777,-2.7117855483450777,2.7117855483450777,9
mattergen_smoke_100_00004,Sr3 La2 Zn3 Pd1 O9,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_12.cif,28305557898f54afc5672af140b385865f12edb54fa8a22ee5b1757c46ba87a2,CHGNet,CHGNet.load_smoke,scored,-6.330141544342041,-2.579502367783684,-2.579502367783684,2.579502367783684,10
mattergen_smoke_100_00067,Nd3 Sb1 S3 O3,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_7.cif,db71fb41e08fa42c33231a16b54b5e15ece35dba1dff2a7a1670cee29fa4331f,CHGNet,CHGNet.load_smoke,scored,-7.157204627990723,-2.5240994584559076,-2.5240994584559076,2.5240994584559076,11
mattergen_smoke_100_00056,K2 Li2 F6,private_mattergen_smoke_100::generated_crystals_cif.zip::gen_6.cif,970b67d02b966a0af995a467a2984329e0c1fe46ce9d538a631f9ed8733408ce,CHGNet,CHGNet.load_smoke,scored,-4.284271717071533,-2.50324909544175,-2.50324909544175,2.50324909544175,12
