rho,observed_positive_strategy,alpha,seed,M,released,actual_FTR,partial_UTR_seen_by_PARC,raw_topM_actual_FTR,raw_topM_partial_unsupported_rate,n_cal_blocks,n_nonempty_null_cal_blocks,p_min_effective,gamma,emax_effective,required_emax,max_observed_e,best_mass_ratio,tau_k,self_consistency_margin,empty_reason
0.1,top_score,0.1,0,100,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,top_score,0.1,0,300,0,0.0,0.0,0.006666666666666667,0.006666666666666667,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907765,,,resolution_below_required_emax
0.1,top_score,0.1,0,500,0,0.0,0.0,0.004,0.004,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,top_score,0.1,0,5000,0,0.0,0.0,0.0014,0.0014,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.10421875420287453,,,resolution_below_required_emax
0.1,top_score,0.2,0,100,100,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.1,top_score,0.2,0,300,300,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.212267375381553,5.0,1.061336876907764,
0.1,top_score,0.2,0,500,500,0.004,0.004,0.004,0.004,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.1,top_score,0.2,0,5000,0,0.0,0.0,0.0014,0.0014,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.20843750840574907,,,insufficient_high_e_mass_for_uniform_scs
0.1,top_score,0.1,1,100,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,top_score,0.1,1,300,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907765,,,resolution_below_required_emax
0.1,top_score,0.1,1,500,0,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.5430957841709357,,,resolution_below_required_emax
0.1,top_score,0.1,1,5000,0,0.0,0.0,0.002,0.002,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.11742729680376779,,,resolution_below_required_emax
0.1,top_score,0.2,1,100,100,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.1,top_score,0.2,1,300,300,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.212267375381553,5.0,1.061336876907764,
0.1,top_score,0.2,1,500,448,0.0,0.0,0.0,0.0,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.0861915683418715,5.580357142857142,0.48097973405062167,
0.1,top_score,0.2,1,5000,0,0.0,0.0,0.002,0.002,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.23485459360753558,,,insufficient_high_e_mass_for_uniform_scs
0.1,top_score,0.1,2,100,0,0.0,0.0,0.01,0.01,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,top_score,0.1,2,300,0,0.0,0.0,0.006666666666666667,0.006666666666666667,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907765,,,resolution_below_required_emax
0.1,top_score,0.1,2,500,0,0.0,0.0,0.004,0.004,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.5091522976602522,,,resolution_below_required_emax
0.1,top_score,0.1,2,5000,0,0.0,0.0,0.001,0.001,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.10421875420287453,,,resolution_below_required_emax
0.1,top_score,0.2,2,100,100,0.01,0.01,0.01,0.01,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.1,top_score,0.2,2,300,300,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.212267375381553,5.0,1.061336876907764,
0.1,top_score,0.2,2,500,420,0.004761904761904762,0.004761904761904762,0.004,0.004,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.0183045953205043,5.9523809523809526,0.10895592452681147,
0.1,top_score,0.2,2,5000,0,0.0,0.0,0.001,0.001,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,0.20843750840574907,,,insufficient_high_e_mass_for_uniform_scs
0.1,top_score,0.1,3,100,0,0.0,0.0,0.01,0.01,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907764,,,resolution_below_required_emax
0.1,top_score,0.1,3,300,0,0.0,0.0,0.006666666666666667,0.006666666666666667,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.6061336876907765,,,resolution_below_required_emax
0.1,top_score,0.1,3,500,0,0.0,0.0,0.004,0.004,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.5697656664293298,,,resolution_below_required_emax
0.1,top_score,0.1,3,5000,0,0.0,0.0,0.0016,0.0016,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,10.0,6.061336876907764,0.1129621855372324,,,resolution_below_required_emax
0.1,top_score,0.2,3,100,100,0.01,0.01,0.01,0.01,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.2122673753815527,5.0,1.061336876907764,
0.1,top_score,0.2,3,300,300,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.006666666666666667,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.212267375381553,5.0,1.061336876907764,
0.1,top_score,0.2,3,500,470,0.00425531914893617,0.00425531914893617,0.004,0.004,69,69,0.014285714285714285,0.23537745555238682,6.061336876907764,5.0,6.061336876907764,1.1395313328586596,5.319148936170213,0.7421879407375513,
