dataset,video_id,path_id,release_checkpoint,cell_id,score,p_block,p_any,e_value,gamma,gamma_star,empty_block_policy,p_min_block,p_min_effective,emax_effective,score_source,method,audit_policy
OVT-B,98,ovtb_v98_p002960,final,cat:70,0.951215020247868,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,342,ovtb_v342_p004580,final,cat:900,0.9201071858406068,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,353,ovtb_v353_p004658,final,cat:669,0.9158942997455596,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,342,ovtb_v342_p004579,final,cat:900,0.9125274845532008,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,741,ovtb_v741_p007377,final,cat:669,0.9114936664700508,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,941,ovtb_v941_p008969,final,cat:669,0.91105654835701,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,609,ovtb_v609_p006447,final,cat:669,0.9103550016880037,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,678,ovtb_v678_p006989,final,cat:669,0.9092995268957956,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,464,ovtb_v464_p005389,final,cat:669,0.9078990444540976,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,515,ovtb_v515_p005712,final,cat:669,0.9075593128800392,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
OVT-B,409,ovtb_v409_p005000,final,cat:669,0.9008569344878196,0.002967359050445104,0.002967359050445104,9.17877987534291,0.5,0.1718188575604124,coverage_conditional,0.002967359050445104,0.002967359050445104,9.17877987534291,final_score_proxy,unmatched_as_false_block,treat_unmatched_as_false_baseline
