domain,target_row,K,contamination_mode,epsilon_false_verified_positive,release_rate,mean_release,actual_FTR_mean,actual_FTR_max,violation_rate,best_mass_ratio_mean,evidence_status
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,adversarial,0.0,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,formal_assumption_intact_reference
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,adversarial,0.005,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,adversarial,0.01,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,adversarial,0.02,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,adversarial,0.05,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,adversarial,0.1,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,random,0.0,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,formal_assumption_intact_reference
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,random,0.005,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,random,0.01,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,random,0.02,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,random,0.05,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K100,100,random,0.1,1.0,100.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,adversarial,0.0,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,formal_assumption_intact_reference
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,adversarial,0.005,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,adversarial,0.01,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,adversarial,0.02,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,adversarial,0.05,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,adversarial,0.1,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,random,0.0,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,formal_assumption_intact_reference
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,random,0.005,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,random,0.01,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,random,0.02,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,random,0.05,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
biomedical_cell_tracking,ctc_learned_strict_alpha010_K300,300,random,0.1,1.0,300.0,0.0,0.0,0.0,1.3321283238137231,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,adversarial,0.0,1.0,115.1,0.08700249484918587,0.17535545023696683,0.45,3.9569745701110115,formal_assumption_intact_reference
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,adversarial,0.005,1.0,147.7,0.13405016182524426,0.22093023255813954,0.8,5.531497108090031,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,adversarial,0.01,1.0,190.0,0.18239755191174303,0.2712765957446808,1.0,6.9142646268890005,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,adversarial,0.02,1.0,244.05,0.2204274629800961,0.32666666666666666,1.0,9.847353593409462,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,adversarial,0.05,1.0,299.9,0.2532505592841164,0.35,1.0,15.609241671193976,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,adversarial,0.1,1.0,300.0,0.25316666666666665,0.35,1.0,16.462484866525152,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,random,0.0,1.0,115.1,0.08700249484918587,0.17535545023696683,0.45,3.9569745701110115,formal_assumption_intact_reference
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,random,0.005,1.0,115.1,0.08700249484918587,0.17535545023696683,0.45,3.9569745701110115,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,random,0.01,1.0,115.1,0.08700249484918587,0.17535545023696683,0.45,3.9569745701110115,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,random,0.02,1.0,115.1,0.08700249484918587,0.17535545023696683,0.45,3.9567548341855963,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,random,0.05,1.0,115.1,0.08700249484918587,0.17535545023696683,0.45,3.9565462529917257,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K300,300,random,0.1,1.0,115.1,0.08700249484918587,0.17535545023696683,0.45,3.956413089546743,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,adversarial,0.0,1.0,90.75,0.04822076682610132,0.12222222222222222,0.15,2.3741847420666065,formal_assumption_intact_reference
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,adversarial,0.005,1.0,113.65,0.09116139475829217,0.19469026548672566,0.4,3.318898264854018,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,adversarial,0.01,1.0,151.65,0.1498404925608831,0.2356687898089172,0.85,4.148558776133401,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,adversarial,0.02,1.0,204.2,0.19324047455546478,0.27586206896551724,1.0,5.908412156045677,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,adversarial,0.05,1.0,383.6,0.288502289096585,0.3667621776504298,1.0,10.27604679242189,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,adversarial,0.1,1.0,480.1,0.3221123241018482,0.41,1.0,15.163766802750157,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,random,0.0,1.0,90.75,0.04822076682610132,0.12222222222222222,0.15,2.3741847420666065,formal_assumption_intact_reference
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,random,0.005,1.0,90.75,0.04822076682610132,0.12222222222222222,0.15,2.3741847420666065,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,random,0.01,1.0,90.75,0.04822076682610132,0.12222222222222222,0.15,2.3741847420666065,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,random,0.02,1.0,90.75,0.04822076682610132,0.12222222222222222,0.15,2.3740529005113573,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,random,0.05,1.0,90.75,0.04822076682610132,0.12222222222222222,0.15,2.373927751795035,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_alignn_exact_stable_alpha010_K500,500,random,0.1,1.0,90.75,0.04822076682610132,0.12222222222222222,0.15,2.3738478537280456,assumption_violation_sensitivity_not_formal_guarantee
materials_discovery,materials_cgcnn_exact_stable_alpha010_K100,100,adversarial,0.0,1.0,100.0,0.03,0.1,0.0,13.443074227562992,formal_assumption_intact_reference
