proposal_source,block_definition,rho,alpha,K,seed,gamma,released,actual_FTR,raw_topK_actual_FTR,max_observed_e,required_e,best_mass_ratio,self_consistency_margin,block_coverage,release_feasible
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0,0.05,100,0.06,0.06,121.82597231906723,10.0,6.5786025052296315,9.182126391887813,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0,0.05,61,0.01639344262295082,0.29,121.82597231906723,10.0,2.1928675017432107,13.880750108548007,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0,0.05,54,0.0,0.362,121.82597231906723,10.0,1.3157205010459263,29.233379726474652,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0,0.05,0,0.0,0.415,121.82597231906723,10.0,0.6578602505229632,-9.000839592451053,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0,0.1,100,0.06,0.06,161.62883236031743,10.0,8.727956947457141,18.0498536389928,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0,0.1,94,0.0425531914893617,0.29,161.62883236031743,10.0,2.909318982485714,0.3093483668655246,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0,0.1,61,0.01639344262295082,0.362,161.62883236031743,10.0,1.7455913894914283,4.647533537503648,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0,0.1,0,0.0,0.415,161.62883236031743,10.0,0.8727956947457142,-8.293095794804243,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0,0.15,100,0.06,0.06,160.82703232037454,10.0,8.684659745300225,20.76278952714238,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0,0.15,102,0.06862745098039216,0.29,160.82703232037454,10.0,2.894886581766742,1.3510248212600295,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0,0.15,61,0.01639344262295082,0.362,160.82703232037454,10.0,1.736931949060045,7.257169558224021,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0,0.15,0,0.0,0.415,160.82703232037454,10.0,0.8684659745300225,-7.813022355793084,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0,0.2,100,0.06,0.06,142.2481864969213,10.0,7.681402070833752,19.98943655966471,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0,0.2,102,0.06862745098039216,0.29,142.2481864969213,10.0,2.5604673569445837,0.5776718537823591,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0,0.2,54,0.0,0.362,142.2481864969213,10.0,1.5362804141667503,49.655593904328725,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0,0.2,0,0.0,0.415,142.2481864969213,10.0,0.7681402070833752,-7.509267908427724,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0,0.25,100,0.06,0.06,117.95210747761669,10.0,6.369413803791303,17.408304775135637,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0,0.25,62,0.016129032258064516,0.29,117.95210747761669,10.0,2.123137934597101,3.3574710338966867,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0,0.25,54,0.0,0.362,117.95210747761669,10.0,1.2738827607582606,25.35951488502411,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0,0.25,0,0.0,0.415,117.95210747761669,10.0,0.6369413803791303,-7.340616526010321,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0,0.3,100,0.06,0.06,93.89358135939301,10.0,5.0702533934072225,14.047352886609776,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0,0.3,61,0.01639344262295082,0.29,93.89358135939301,10.0,1.6900844644690742,8.617951200929092,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0,0.3,54,0.0,0.362,93.89358135939301,10.0,1.0140506786814445,1.3009887668004296,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0,0.3,0,0.0,0.415,93.89358135939301,10.0,0.5070253393407222,-7.2741236738253905,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0,0.4,100,0.06,0.06,55.089971580895394,10.0,2.974858465368351,7.14011471865798,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0,0.4,0,0.0,0.29,55.089971580895394,10.0,0.9916194884561171,-0.4655839746601558,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0,0.4,0,0.0,0.362,55.089971580895394,10.0,0.5949716930736703,-5.995979488718893,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0,0.4,0,0.0,0.415,55.089971580895394,10.0,0.29748584653683513,-7.348248904813188,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0,0.5,100,0.06,0.06,30.30264014900352,10.0,1.63634256804619,1.453321414706366,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0,0.5,0,0.0,0.29,30.30264014900352,10.0,0.5454475226820634,-5.950639380276013,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0,0.5,0,0.0,0.362,30.30264014900352,10.0,0.3409313379775903,-6.590686620224098,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0,0.5,0,0.0,0.415,30.30264014900352,10.0,0.24213006054174427,-7.58158603323383,0.9962018448182312,False
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,1,0.05,100,0.0,0.0,121.82597231906723,10.0,12.182597231906723,111.82597231906723,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,1,0.05,185,0.05405405405405406,0.21666666666666667,121.82597231906723,10.0,4.466952318365799,0.6805812575612009,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,1,0.05,130,0.015384615384615385,0.338,121.82597231906723,10.0,2.680171391019479,4.440180567580029,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,1,0.05,110,0.0,0.435,121.82597231906723,10.0,1.3400856955097395,30.916881409976327,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,1,0.1,100,0.0,0.0,161.62883236031743,10.0,16.162883236031742,151.62883236031743,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,1,0.1,208,0.10096153846153846,0.21666666666666667,161.62883236031743,10.0,5.926390519878305,0.6084674560728551,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,1,0.1,174,0.034482758620689655,0.338,161.62883236031743,10.0,3.5558343119269833,3.4886097999787573,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,1,0.1,121,0.008264462809917356,0.435,161.62883236031743,10.0,1.7779171559634916,3.970118553084191,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,1,0.15,100,0.0,0.0,160.82703232037454,10.0,16.082703232037453,150.82703232037454,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,1,0.15,218,0.11467889908256881,0.21666666666666667,160.82703232037454,10.0,5.8969911850804,0.022600487495212818,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,1,0.15,185,0.05405405405405406,0.338,160.82703232037454,10.0,3.5381947110482397,0.43499803846945895,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,1,0.15,121,0.008264462809917356,0.435,160.82703232037454,10.0,1.7690973555241198,6.579754573804564,0.9962018448182312,True
cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,1,0.2,100,0.0,0.0,142.2481864969213,10.0,14.224818649692132,132.2481864969213,0.9962018448182312,True
