domain,dataset,unit,proposal_source,block_definition,rho,observed_positive_strategy,alpha,K,seed,released,actual_FTR,raw_topK_actual_FTR,partial_UTR_seen_by_PARC,max_observed_e,selected_e_min,selected_e_mean,selected_e_max,required_emax,emax_effective,best_mass_ratio,self_consistency_margin,n_cal_blocks,n_nonempty_null_cal_blocks,block_coverage,empty_reason,release_feasible
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,50,0,50,0.0,0.0,0.0,164.72520471273907,164.72520471273907,164.72520471273907,164.72520471273907,10.0,164.72520471273907,16.472520471273906,154.72520471273907,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,100,0,100,0.14,0.14,0.14,164.72520471273907,11.86334329501083,101.21242063237223,164.72520471273907,10.0,164.72520471273907,8.89516105448791,1.8633432950108304,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,300,0,57,0.07017543859649122,0.2866666666666667,0.2866666666666667,164.72520471273907,62.77061999659672,160.30120860591748,164.72520471273907,10.0,164.72520471273907,2.965053684829303,10.139041049228304,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,500,0,56,0.05357142857142857,0.354,0.354,164.72520471273907,89.61860802639553,162.04282625965536,164.72520471273907,10.0,164.72520471273907,1.779032210897582,0.3328937406812571,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,1000,0,0,0.0,0.386,0.386,164.72520471273907,0.0,0.0,0.0,10.0,164.72520471273907,0.889516105448791,-7.659986514745674,3686,3675,0.9970157352143245,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,5000,0,0,0.0,0.5174,0.6714,164.72520471273907,0.0,0.0,0.0,10.0,164.72520471273907,0.1779032210897582,-9.448887852374115,3686,3675,0.9970157352143245,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,50,1,50,0.0,0.0,0.0,164.80390769444054,164.80390769444054,164.80390769444054,164.80390769444054,10.0,164.80390769444054,16.480390769444053,154.80390769444054,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,100,1,100,0.0,0.0,0.0,164.80390769444054,89.66092478845513,161.79818837820113,164.80390769444054,10.0,164.80390769444054,15.821175138666295,79.66092478845513,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,300,1,166,0.10240963855421686,0.21,0.21,164.80390769444054,18.58794740236694,113.6928605278726,164.80390769444054,10.0,164.80390769444054,5.273725046222098,0.5156582457404362,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,500,1,136,0.058823529411764705,0.304,0.304,164.80390769444054,40.098915800162686,133.15472984331439,164.80390769444054,10.0,164.80390769444054,3.164235027733259,3.3342099178097513,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,1000,1,96,0.0,0.401,0.401,164.80390769444054,164.80390769444054,164.80390769444054,164.80390769444054,10.0,164.80390769444054,1.5821175138666295,60.63724102777388,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,5000,1,0,0.0,0.5174,0.6672,164.80390769444054,0.0,0.0,0.0,10.0,164.80390769444054,0.31642350277332587,-9.44270771922475,3686,3677,0.99755832881172,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,50,2,50,0.0,0.0,0.0,164.60714181580366,164.60714181580366,164.60714181580366,164.60714181580366,10.0,164.60714181580366,16.460714181580364,154.60714181580366,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,100,2,100,0.0,0.0,0.0,164.60714181580366,164.60714181580366,164.6071418158037,164.60714181580366,10.0,164.60714181580366,16.460714181580364,154.60714181580366,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,300,2,163,0.09202453987730061,0.19,0.19,164.60714181580366,18.566685755496703,116.37592143892893,164.60714181580366,10.0,164.60714181580366,5.651511869009259,0.16177778003658005,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,500,2,115,0.017391304347826087,0.28,0.28,164.60714181580366,48.72280066537698,154.65549431666622,164.60714181580366,10.0,164.60714181580366,3.3909071214055557,5.244539795811761,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,1000,2,103,0.0,0.368,0.368,164.60714181580366,164.60714181580366,164.60714181580366,164.60714181580366,10.0,164.60714181580366,1.6954535607027779,67.51976317502697,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,5000,2,0,0.0,0.5102,0.6648,164.60714181580366,0.0,0.0,0.0,10.0,164.60714181580366,0.3390907121405556,-9.458607286185105,3686,3672,0.9962018448182312,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,50,3,50,0.08,0.08,0.08,164.56778526884978,34.11865456536241,135.32121109557824,164.56778526884978,10.0,164.56778526884978,12.178016109894884,24.118654565362412,3686,3671,0.9959305480195334,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,100,3,100,0.21,0.21,0.21,164.56778526884978,13.670846809121132,77.2162928990157,164.56778526884978,10.0,164.56778526884978,6.089008054947442,3.670846809121132,3686,3671,0.9959305480195334,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,300,3,41,0.0,0.25,0.25,164.56778526884978,89.53396675684853,157.24741273109356,164.56778526884978,10.0,164.56778526884978,2.0296693516491473,16.36323504953147,3686,3671,0.9959305480195334,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,500,3,37,0.0,0.296,0.296,164.56778526884978,164.56778526884978,164.56778526884975,164.56778526884978,10.0,164.56778526884978,1.2178016109894885,29.432650133714645,3686,3671,0.9959305480195334,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,1000,3,0,0.0,0.345,0.345,164.56778526884978,0.0,0.0,0.0,10.0,164.56778526884978,0.6089008054947442,-7.931457800493716,3686,3671,0.9959305480195334,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,5000,3,0,0.0,0.4994,0.6702,164.56778526884978,0.0,0.0,0.0,10.0,164.56778526884978,0.12178016109894883,-9.459428848519634,3686,3671,0.9959305480195334,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,50,4,50,0.0,0.0,0.0,164.60714181580366,164.60714181580366,164.60714181580366,164.60714181580366,10.0,164.60714181580366,16.460714181580364,154.60714181580366,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,100,4,100,0.08,0.08,0.08,164.60714181580366,48.72280066537698,133.06209160774003,164.60714181580366,10.0,164.60714181580366,11.028678501658847,38.72280066537698,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,300,4,103,0.07766990291262135,0.26666666666666666,0.26666666666666666,164.60714181580366,40.05234125627107,130.52142818797114,164.60714181580366,10.0,164.60714181580366,3.6762261672196157,10.926127664038063,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,500,4,88,0.07954545454545454,0.342,0.342,164.60714181580366,62.72646550419436,144.56290400897134,164.60714181580366,10.0,164.60714181580366,2.2057357003317692,5.908283686012545,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,1000,4,67,0.0,0.391,0.391,164.60714181580366,164.60714181580366,164.6071418158037,164.60714181580366,10.0,164.60714181580366,1.1028678501658846,15.353410472520068,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,5000,4,0,0.0,0.5152,0.678,164.60714181580366,0.0,0.0,0.0,10.0,164.60714181580366,0.22057357003317693,-9.444050187800336,3686,3672,0.9962018448182312,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,50,5,50,0.0,0.0,0.0,164.60714181580366,164.60714181580366,164.60714181580366,164.60714181580366,10.0,164.60714181580366,16.460714181580364,154.60714181580366,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,100,5,100,0.0,0.0,0.0,164.60714181580366,62.72646550419436,157.58417395085914,164.60714181580366,10.0,164.60714181580366,14.979249905238133,52.72646550419436,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,300,5,151,0.08609271523178808,0.21,0.21,164.60714181580366,20.041005483329933,114.88983475845983,164.60714181580366,10.0,164.60714181580366,4.993083301746044,0.17345581445576386,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,500,5,100,0.0,0.29,0.29,164.60714181580366,62.72646550419436,157.58417395085914,164.60714181580366,10.0,164.60714181580366,2.9958499810476265,12.726465504194358,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,1000,5,91,0.0,0.357,0.357,164.60714181580366,164.60714181580366,164.60714181580371,164.60714181580366,10.0,164.60714181580366,1.4979249905238132,54.71703192569376,3686,3672,0.9962018448182312,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,5000,5,0,0.0,0.502,0.6478,164.60714181580366,0.0,0.0,0.0,10.0,164.60714181580366,0.29958499810476263,-9.437989868185062,3686,3672,0.9962018448182312,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,50,6,50,0.08,0.08,0.08,164.6858515373797,29.81962154328826,134.99430946059863,164.6858515373797,10.0,164.6858515373797,12.516124716840858,19.81962154328826,3686,3674,0.9967444384156267,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,alignn_ff_modern_learned_materials_model,composition_family_pair,0.1,top_score,0.1,100,6,100,0.22,0.22,0.22,164.6858515373797,13.010447065307694,75.91878835569412,164.6858515373797,10.0,164.6858515373797,6.258062358420429,3.0104470653076945,3686,3674,0.9967444384156267,,True
