domain,dataset,unit,proposal_source,block_definition,rho,observed_positive_strategy,alpha,K,seed,released,actual_FTR,raw_topK_actual_FTR,partial_UTR_seen_by_PARC,max_observed_e,selected_e_min,selected_e_mean,selected_e_max,required_emax,emax_effective,best_mass_ratio,self_consistency_margin,n_cal_blocks,n_nonempty_null_cal_blocks,block_coverage,empty_reason,release_feasible
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,50,0,50,0.0,0.0,0.0,164.80390769444054,164.80390769444054,164.80390769444054,164.80390769444054,20.0,164.80390769444054,8.240195384722027,144.80390769444054,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,100,0,100,0.06,0.06,0.06,164.80390769444054,29.840294929114208,109.71733518353416,164.80390769444054,20.0,164.80390769444054,4.449705507749894,9.840294929114208,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,300,0,54,0.0,0.29,0.29,164.80390769444054,164.80390769444054,164.80390769444054,164.80390769444054,20.0,164.80390769444054,1.483235169249965,53.69279658332944,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,500,0,0,0.0,0.362,0.362,164.80390769444054,0.0,0.0,0.0,20.0,164.80390769444054,0.889941101549979,-16.447999843727263,3686,3677,0.99755832881172,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,1000,0,0,0.0,0.415,0.415,164.80390769444054,0.0,0.0,0.0,20.0,164.80390769444054,0.4449705507749895,-18.056742905989854,3686,3677,0.99755832881172,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,5000,0,0,0.0,0.4006,0.8418,164.80390769444054,0.0,0.0,0.0,20.0,164.80390769444054,0.08899411015499789,-19.658491739009147,3686,3677,0.99755832881172,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,50,0,50,0.0,0.0,0.0,164.80390769444054,164.80390769444054,164.80390769444054,164.80390769444054,10.0,164.80390769444054,16.480390769444053,154.80390769444054,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,100,0,100,0.06,0.06,0.06,164.80390769444054,29.840294929114208,109.71733518353416,164.80390769444054,10.0,164.80390769444054,8.899411015499789,19.840294929114208,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,300,0,102,0.06862745098039216,0.29,0.29,164.80390769444054,29.840294929114208,108.1511187079573,164.80390769444054,10.0,164.80390769444054,2.96647033849993,0.4285302232318564,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,500,0,61,0.01639344262295082,0.362,0.362,164.80390769444054,89.66092478845513,156.18094244293403,164.80390769444054,10.0,164.80390769444054,1.779882203099958,7.693711673701046,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,1000,0,0,0.0,0.415,0.415,164.80390769444054,0.0,0.0,0.0,10.0,164.80390769444054,0.889941101549979,-8.056742905989855,3686,3677,0.99755832881172,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,5000,0,0,0.0,0.4006,0.8418,164.80390769444054,0.0,0.0,0.0,10.0,164.80390769444054,0.17798822030999578,-9.658491739009147,3686,3677,0.99755832881172,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,50,0,50,0.0,0.0,0.0,164.80390769444054,164.80390769444054,164.80390769444054,164.80390769444054,5.0,164.80390769444054,32.96078153888811,159.80390769444054,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,100,0,100,0.06,0.06,0.06,164.80390769444054,29.840294929114208,109.71733518353416,164.80390769444054,5.0,164.80390769444054,17.798822030999577,24.840294929114208,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,300,0,150,0.16666666666666666,0.29,0.29,164.80390769444054,10.112700465242689,79.30309370605401,164.80390769444054,5.0,164.80390769444054,5.93294067699986,0.11270046524268906,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,500,0,121,0.15702479338842976,0.362,0.362,164.80390769444054,21.815659130625484,94.86345292470125,164.80390769444054,5.0,164.80390769444054,3.559764406199916,1.1545021058320977,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,1000,0,61,0.01639344262295082,0.415,0.415,164.80390769444054,89.66092478845513,156.18094244293403,164.80390769444054,5.0,164.80390769444054,1.779882203099958,7.693711673701046,3686,3677,0.99755832881172,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,5000,0,0,0.0,0.4006,0.8418,164.80390769444054,0.0,0.0,0.0,5.0,164.80390769444054,0.35597644061999156,-4.658491739009148,3686,3677,0.99755832881172,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,50,1,50,0.0,0.0,0.0,164.76455676497005,164.76455676497005,164.76455676497005,164.76455676497005,20.0,164.76455676497005,8.238227838248502,144.76455676497005,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,100,1,100,0.0,0.0,0.0,164.76455676497005,164.76455676497005,164.7645567649701,164.76455676497005,20.0,164.76455676497005,8.238227838248502,144.76455676497005,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,300,1,152,0.019736842105263157,0.21666666666666667,0.21666666666666667,164.76455676497005,40.08960150718929,135.41588190784887,164.76455676497005,20.0,164.76455676497005,3.020683540691117,0.6159172966629782,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,500,1,121,0.008264462809917356,0.338,0.338,164.76455676497005,89.63976672997349,157.93503039815224,164.76455676497005,20.0,164.76455676497005,1.8124101244146704,6.995138630799943,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,1000,1,0,0.0,0.435,0.435,164.76455676497005,0.0,0.0,0.0,20.0,164.76455676497005,0.9062050622073352,-17.05362505321176,3686,3676,0.9972870320130223,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,5000,1,0,0.0,0.4248,0.834,164.76455676497005,0.0,0.0,0.0,20.0,164.76455676497005,0.18124101244146704,-19.62949887008781,3686,3676,0.9972870320130223,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,50,1,50,0.0,0.0,0.0,164.76455676497005,164.76455676497005,164.76455676497005,164.76455676497005,10.0,164.76455676497005,16.476455676497004,154.76455676497005,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,100,1,100,0.0,0.0,0.0,164.76455676497005,164.76455676497005,164.7645567649701,164.76455676497005,10.0,164.76455676497005,16.476455676497004,154.76455676497005,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,300,1,211,0.10426540284360189,0.21666666666666667,0.21666666666666667,164.76455676497005,15.276581319674358,104.85880746385546,164.76455676497005,10.0,164.76455676497005,6.041367081382234,1.058571841001374,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,500,1,176,0.03977272727272727,0.338,0.338,164.76455676497005,29.83340403465363,121.55887252967386,164.76455676497005,10.0,164.76455676497005,3.624820248829341,1.4243131255627226,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,1000,1,121,0.008264462809917356,0.435,0.435,164.76455676497005,89.63976672997349,157.93503039815224,164.76455676497005,10.0,164.76455676497005,1.8124101244146704,6.995138630799943,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.1,5000,1,0,0.0,0.4248,0.834,164.76455676497005,0.0,0.0,0.0,10.0,164.76455676497005,0.3624820248829341,-9.629498870087811,3686,3676,0.9972870320130223,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,50,1,50,0.0,0.0,0.0,164.76455676497005,164.76455676497005,164.76455676497005,164.76455676497005,5.0,164.76455676497005,32.95291135299401,159.76455676497005,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,100,1,100,0.0,0.0,0.0,164.76455676497005,164.76455676497005,164.7645567649701,164.76455676497005,5.0,164.76455676497005,32.95291135299401,159.76455676497005,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,300,1,300,0.21666666666666667,0.21666666666666667,0.21666666666666667,164.76455676497005,7.85323169893783,76.66403872850773,164.76455676497005,5.0,164.76455676497005,12.082734162764469,2.8532316989378304,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,500,1,285,0.2,0.338,0.338,164.76455676497005,8.83032435649529,80.26052024328536,164.76455676497005,5.0,164.76455676497005,7.249640497658682,0.05839453193388522,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,1000,1,176,0.03977272727272727,0.435,0.435,164.76455676497005,29.83340403465363,121.55887252967386,164.76455676497005,5.0,164.76455676497005,3.624820248829341,1.4243131255627226,3686,3676,0.9972870320130223,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.2,5000,1,0,0.0,0.4248,0.834,164.76455676497005,0.0,0.0,0.0,5.0,164.76455676497005,0.7249640497658681,-4.6294988700878115,3686,3676,0.9972870320130223,insufficient_high_e_mass_for_uniform_scs,False
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,50,2,50,0.0,0.0,0.0,164.72520471273907,164.72520471273907,164.72520471273907,164.72520471273907,20.0,164.72520471273907,8.236260235636953,144.72520471273907,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,100,2,100,0.0,0.0,0.0,164.72520471273907,164.72520471273907,164.72520471273904,164.72520471273907,20.0,164.72520471273907,8.236260235636953,144.72520471273907,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,300,2,167,0.029940119760479042,0.20333333333333334,0.20333333333333334,164.72520471273907,40.08028690641658,142.07720199906157,164.72520471273907,20.0,164.72520471273907,3.5965003028948037,4.152143193841731,3686,3675,0.9970157352143245,,True
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.05,top_score,0.05,500,2,137,0.029197080291970802,0.334,0.334,164.72520471273907,89.61860802639553,161.4358647118773,164.72520471273907,20.0,164.72520471273907,2.157900181736882,16.62590729646854,3686,3675,0.9970157352143245,,True
