variant,proposal_source,block_definition,rho,alpha,K,seed,observed_label_col,eval_label_col,candidate_count,observed_positive_count,eval_positive_count,released,actual_FTR,raw_topK_actual_FTR,released_boundary_rate_25meV,max_observed_e,required_e,emax_effective,best_mass_ratio,self_consistency_margin,block_coverage,empty_reason,release_feasible
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,50,0,stable_exact,stable_exact,215486,3294,32942,50,0.0,0.0,0.0,164.60714181580366,10.0,164.60714181580366,16.460714181580364,154.60714181580366,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,0,stable_exact,stable_exact,215486,3294,32942,100,0.06,0.06,0.04,164.60714181580366,10.0,164.60714181580366,8.888785658053399,19.80583811480544,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,0,stable_exact,stable_exact,215486,3294,32942,102,0.06862745098039216,0.29,0.049019607843137254,164.60714181580366,10.0,164.60714181580366,2.962928552684466,0.39407340892308795,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,0,stable_exact,stable_exact,215486,3294,32942,61,0.01639344262295082,0.362,0.0,164.60714181580366,10.0,164.60714181580366,1.7777571316106795,7.587914928194081,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,0,stable_exact,stable_exact,215486,3294,32942,0,0.0,0.415,0.0,164.60714181580366,10.0,164.60714181580366,0.8888785658053397,-8.058864935633773,0.9962018448182312,insufficient_high_e_mass_for_uniform_scs,False
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,5000,0,stable_exact,stable_exact,215486,3294,32942,0,0.0,0.4006,0.0,164.60714181580366,10.0,164.60714181580366,0.17777571316106797,-9.638678437144307,0.9962018448182312,insufficient_high_e_mass_for_uniform_scs,False
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,50,1,stable_exact,stable_exact,215486,3294,32942,50,0.0,0.0,0.0,164.60714181580366,10.0,164.60714181580366,16.460714181580364,154.60714181580366,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,1,stable_exact,stable_exact,215486,3294,32942,100,0.0,0.0,0.0,164.60714181580366,10.0,164.60714181580366,16.460714181580364,154.60714181580366,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,1,stable_exact,stable_exact,215486,3294,32942,211,0.10426540284360189,0.21666666666666667,0.04265402843601896,164.60714181580366,10.0,164.60714181580366,6.035595199912801,1.0446442218877916,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,500,1,stable_exact,stable_exact,215486,3294,32942,176,0.03977272727272727,0.338,0.022727272727272728,164.60714181580366,10.0,164.60714181580366,3.6213571199476804,1.396747205714533,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,1000,1,stable_exact,stable_exact,215486,3294,32942,121,0.008264462809917356,0.435,0.0,164.60714181580366,10.0,164.60714181580366,1.8106785599738402,6.910499943774624,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,5000,1,stable_exact,stable_exact,215486,3294,32942,0,0.0,0.4248,0.0,164.60714181580366,10.0,164.60714181580366,0.3621357119947681,-9.59643245483601,0.9962018448182312,insufficient_high_e_mass_for_uniform_scs,False
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,50,2,stable_exact,stable_exact,215486,3294,32942,50,0.0,0.0,0.0,164.60714181580366,10.0,164.60714181580366,16.460714181580364,154.60714181580366,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,100,2,stable_exact,stable_exact,215486,3294,32942,100,0.0,0.0,0.0,164.60714181580366,10.0,164.60714181580366,16.460714181580364,154.60714181580366,0.9962018448182312,,True
exact_stable_primary,cgcnn_ensemble_learned_materials_model,composition_family_pair,0.1,0.1,300,2,stable_exact,stable_exact,215486,3294,32942,209,0.11483253588516747,0.20333333333333334,0.019138755980861243,164.60714181580366,10.0,164.60714181580366,7.187845192623427,0.06761167599124462,0.9962018448182312,,True
