phase29c_manifest_id,dft_job_id,candidate_id,arm,comparator_role,endpoint_id,dft_priority_rank,formal_raw_score_rank,original_raw_rank,parc_release_flag,selected_for_release,raw_top100_member,public_label_exclusion_status,structure_match_public,structure_ref,structure_sha256,formula,score_chgnet,score_mace,score_consensus,block_id,dft_engine,input_status,failure_policy,selected_before_DFT_outcome,outcome_available,outcome_file,selection_frozen_v4_sha256,construction_inputs,construction_timestamp,evidence_status,package_cif_path,package_cif_sha256,source_cif_member,package_role
phase29c_raw_top100_extra_tail_pre_outcome,a3v4-phase29c-raw-top100-extra-tail-0001,mattergen_pilot_5k_3gpu_04876,raw_top100_extra_tail,pre-outcome extra-tail candidates from formal score-ranked raw top100 not in PARC release,v4a_strict_exact_K100,1,76,102,False,False,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_888.cif,71f232585e05c4cc0b23af15d80a92ecf8c5a5f33e351fd581d31978d2de2c10,Ca2 F5,3.589726608581664,3.5038187745514726,3.5038187745514726,Ca-F,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_phase29c_extra_tail,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,strict_public_label_free_universe;consensus_score;formal_raw_score_rank;release_addendum_candidate_ids,2026-05-18T16:34:44.158981+00:00,pre_outcome_phase29c_extra_tail_manifest_not_DFT_evidence,cifs/raw_top100_extra_tail/a3v4-phase29c-raw-top100-extra-tail-0001__mattergen_pilot_5k_3gpu_04876.cif,71f232585e05c4cc0b23af15d80a92ecf8c5a5f33e351fd581d31978d2de2c10,shard2_gen_888.cif,DFT_input_structure
phase29c_raw_top100_extra_tail_pre_outcome,a3v4-phase29c-raw-top100-extra-tail-0002,mattergen_pilot_5k_3gpu_01374,raw_top100_extra_tail,pre-outcome extra-tail candidates from formal score-ranked raw top100 not in PARC release,v4a_strict_exact_K100,2,77,103,False,False,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_723.cif,81052efc7c9296a078fba49fc2739f798f1f5758104d276f58886346b97920f8,Tb2 Sm2 B4 O12,3.4930206130856902,3.516488570646924,3.4930206130856902,B-O-Sm-Tb,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_phase29c_extra_tail,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,strict_public_label_free_universe;consensus_score;formal_raw_score_rank;release_addendum_candidate_ids,2026-05-18T16:34:44.158981+00:00,pre_outcome_phase29c_extra_tail_manifest_not_DFT_evidence,cifs/raw_top100_extra_tail/a3v4-phase29c-raw-top100-extra-tail-0002__mattergen_pilot_5k_3gpu_01374.cif,81052efc7c9296a078fba49fc2739f798f1f5758104d276f58886346b97920f8,shard0_gen_723.cif,DFT_input_structure
phase29c_raw_top100_extra_tail_pre_outcome,a3v4-phase29c-raw-top100-extra-tail-0003,mattergen_pilot_5k_3gpu_03799,raw_top100_extra_tail,pre-outcome extra-tail candidates from formal score-ranked raw top100 not in PARC release,v4a_strict_exact_K100,3,78,104,False,False,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1410.cif,447f6062925bba1d90f53e454bfc881c0d68663f363fd876384b660309d3c018,Cs2 Tb2 Pb2 F12,3.4838270625779635,3.491589638492294,3.4838270625779635,Cs-F-Pb-Tb,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_phase29c_extra_tail,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,strict_public_label_free_universe;consensus_score;formal_raw_score_rank;release_addendum_candidate_ids,2026-05-18T16:34:44.158981+00:00,pre_outcome_phase29c_extra_tail_manifest_not_DFT_evidence,cifs/raw_top100_extra_tail/a3v4-phase29c-raw-top100-extra-tail-0003__mattergen_pilot_5k_3gpu_03799.cif,447f6062925bba1d90f53e454bfc881c0d68663f363fd876384b660309d3c018,shard2_gen_1410.cif,DFT_input_structure
phase29c_raw_top100_extra_tail_pre_outcome,a3v4-phase29c-raw-top100-extra-tail-0004,mattergen_pilot_5k_3gpu_00727,raw_top100_extra_tail,pre-outcome extra-tail candidates from formal score-ranked raw top100 not in PARC release,v4a_strict_exact_K100,4,79,105,False,False,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1652.cif,2eea41bf679832be776ea553d9fa3148fed1279d48a4be531f7aba306ffe1226,Tb7 W1 O12,3.60237724269739,3.481400640249503,3.481400640249503,O-Tb-W,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_phase29c_extra_tail,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,strict_public_label_free_universe;consensus_score;formal_raw_score_rank;release_addendum_candidate_ids,2026-05-18T16:34:44.158981+00:00,pre_outcome_phase29c_extra_tail_manifest_not_DFT_evidence,cifs/raw_top100_extra_tail/a3v4-phase29c-raw-top100-extra-tail-0004__mattergen_pilot_5k_3gpu_00727.cif,2eea41bf679832be776ea553d9fa3148fed1279d48a4be531f7aba306ffe1226,shard0_gen_1652.cif,DFT_input_structure
phase29c_raw_top100_extra_tail_pre_outcome,a3v4-phase29c-raw-top100-extra-tail-0005,mattergen_pilot_5k_3gpu_00192,raw_top100_extra_tail,pre-outcome extra-tail candidates from formal score-ranked raw top100 not in PARC release,v4a_strict_exact_K100,5,80,106,False,False,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_1170.cif,69649d8a3d68d433e7512f2afa799c31811402166124dd751718a2be2843ab56,Y2 H1 Ir1 I2,3.4636082843564733,3.4674676644520988,3.4636082843564733,H-I-Ir-Y,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_phase29c_extra_tail,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,strict_public_label_free_universe;consensus_score;formal_raw_score_rank;release_addendum_candidate_ids,2026-05-18T16:34:44.158981+00:00,pre_outcome_phase29c_extra_tail_manifest_not_DFT_evidence,cifs/raw_top100_extra_tail/a3v4-phase29c-raw-top100-extra-tail-0005__mattergen_pilot_5k_3gpu_00192.cif,69649d8a3d68d433e7512f2afa799c31811402166124dd751718a2be2843ab56,shard0_gen_1170.cif,DFT_input_structure
phase29c_raw_top100_extra_tail_pre_outcome,a3v4-phase29c-raw-top100-extra-tail-0006,mattergen_pilot_5k_3gpu_04505,raw_top100_extra_tail,pre-outcome extra-tail candidates from formal score-ranked raw top100 not in PARC release,v4a_strict_exact_K100,6,81,109,False,False,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_553.cif,fbc4a298c3fca7f15c236bec1a4ccf3acc0add163b50bd1b6cfa90df1f38cd26,Li3 V2 Cr2 F10,3.868987826769785,3.458167470758493,3.458167470758493,Cr-F-Li-V,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_phase29c_extra_tail,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,strict_public_label_free_universe;consensus_score;formal_raw_score_rank;release_addendum_candidate_ids,2026-05-18T16:34:44.158981+00:00,pre_outcome_phase29c_extra_tail_manifest_not_DFT_evidence,cifs/raw_top100_extra_tail/a3v4-phase29c-raw-top100-extra-tail-0006__mattergen_pilot_5k_3gpu_04505.cif,fbc4a298c3fca7f15c236bec1a4ccf3acc0add163b50bd1b6cfa90df1f38cd26,shard2_gen_553.cif,DFT_input_structure
phase29c_raw_top100_extra_tail_pre_outcome,a3v4-phase29c-raw-top100-extra-tail-0007,mattergen_pilot_5k_3gpu_04749,raw_top100_extra_tail,pre-outcome extra-tail candidates from formal score-ranked raw top100 not in PARC release,v4a_strict_exact_K100,7,82,110,False,False,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_773.cif,320c76e17be18f98d4e8e325423e2e1fc928e985633c3527189ff0447a045faa,Y3 Os3 O12,3.497973444480399,3.451905878636083,3.451905878636083,O-Os-Y,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_phase29c_extra_tail,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,strict_public_label_free_universe;consensus_score;formal_raw_score_rank;release_addendum_candidate_ids,2026-05-18T16:34:44.158981+00:00,pre_outcome_phase29c_extra_tail_manifest_not_DFT_evidence,cifs/raw_top100_extra_tail/a3v4-phase29c-raw-top100-extra-tail-0007__mattergen_pilot_5k_3gpu_04749.cif,320c76e17be18f98d4e8e325423e2e1fc928e985633c3527189ff0447a045faa,shard2_gen_773.cif,DFT_input_structure
phase29c_raw_top100_extra_tail_pre_outcome,a3v4-phase29c-raw-top100-extra-tail-0008,mattergen_pilot_5k_3gpu_03832,raw_top100_extra_tail,pre-outcome extra-tail candidates from formal score-ranked raw top100 not in PARC release,v4a_strict_exact_K100,8,83,111,False,False,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_1440.cif,7ba45eec7bf4f81be61a3d04266fcb5fccb001100e04e064fd21aa0a0b9afd93,Li3 Ta1 Cu1 O5,3.503140691657242,3.4499692350575937,3.4499692350575937,Cu-Li-O-Ta,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_phase29c_extra_tail,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,strict_public_label_free_universe;consensus_score;formal_raw_score_rank;release_addendum_candidate_ids,2026-05-18T16:34:44.158981+00:00,pre_outcome_phase29c_extra_tail_manifest_not_DFT_evidence,cifs/raw_top100_extra_tail/a3v4-phase29c-raw-top100-extra-tail-0008__mattergen_pilot_5k_3gpu_03832.cif,7ba45eec7bf4f81be61a3d04266fcb5fccb001100e04e064fd21aa0a0b9afd93,shard2_gen_1440.cif,DFT_input_structure
phase29c_raw_top100_extra_tail_pre_outcome,a3v4-phase29c-raw-top100-extra-tail-0009,mattergen_pilot_5k_3gpu_01480,raw_top100_extra_tail,pre-outcome extra-tail candidates from formal score-ranked raw top100 not in PARC release,v4a_strict_exact_K100,9,84,112,False,False,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard0_gen_819.cif,223d18b1babb5e49f043fd2a71203b6a7268343b70a080f8751a3ed13b241ab5,Cr2 Cu1 Ge1 O6,3.8949115392165137,3.447972607035976,3.447972607035976,Cr-Cu-Ge-O,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_phase29c_extra_tail,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,strict_public_label_free_universe;consensus_score;formal_raw_score_rank;release_addendum_candidate_ids,2026-05-18T16:34:44.158981+00:00,pre_outcome_phase29c_extra_tail_manifest_not_DFT_evidence,cifs/raw_top100_extra_tail/a3v4-phase29c-raw-top100-extra-tail-0009__mattergen_pilot_5k_3gpu_01480.cif,223d18b1babb5e49f043fd2a71203b6a7268343b70a080f8751a3ed13b241ab5,shard0_gen_819.cif,DFT_input_structure
phase29c_raw_top100_extra_tail_pre_outcome,a3v4-phase29c-raw-top100-extra-tail-0010,mattergen_pilot_5k_3gpu_04752,raw_top100_extra_tail,pre-outcome extra-tail candidates from formal score-ranked raw top100 not in PARC release,v4a_strict_exact_K100,10,85,114,False,False,True,available_source_strict_public_label_free,False,private_mattergen_pilot_5k_3gpu::generated_crystals_cif.zip::shard2_gen_776.cif,915e51a7936a997a6912dea304bed0b59dc8dc988ed934ba2e917eee27300ba8,K2 Tb2 Ce4 O12,3.4380870321095207,3.4503084250082745,3.4380870321095207,Ce-K-O-Tb,VASP-or-equivalent-MP-compatible-engine,ready_for_private_DFT_input_export_phase29c_extra_tail,conservative_failed_DFT_counted_not_certified_stable,True,False,,e9741427fa2775ed9f226220f7411fb113f2427837159060e94de055d38d7559,strict_public_label_free_universe;consensus_score;formal_raw_score_rank;release_addendum_candidate_ids,2026-05-18T16:34:44.158981+00:00,pre_outcome_phase29c_extra_tail_manifest_not_DFT_evidence,cifs/raw_top100_extra_tail/a3v4-phase29c-raw-top100-extra-tail-0010__mattergen_pilot_5k_3gpu_04752.cif,915e51a7936a997a6912dea304bed0b59dc8dc988ed934ba2e917eee27300ba8,shard2_gen_776.cif,DFT_input_structure
