proposal_source,source_scope,alpha,K,non_empty_seeds,raw_successor_conflicts_mean,raw_predecessor_conflicts_mean,raw_corrupted_lineage_components_mean,PARC_corrupted_lineage_components_mean,prevented_corrupted_lineage_components_mean,raw_tra_edge_quality_proxy_mean,PARC_tra_edge_quality_proxy_mean,claim_scope,source_table,source_sha256
ctc_learned_hybrid,sequence-disjoint learned appearance linker,0.1,100,20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_learned_hybrid,sequence-disjoint learned appearance linker,0.1,300,20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_learned_hybrid,sequence-disjoint learned appearance linker,0.1,500,20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_learned_hybrid,sequence-disjoint learned appearance linker,0.1,1000,20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_learned_hybrid,sequence-disjoint learned appearance linker,0.1,5000,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,0.1,100,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,0.1,300,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,0.1,500,0,0.0,0.0,0.1,0.0,0.1,0.999601593625498,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,0.1,1000,0,1.1,2.45,19.55,0.0,19.55,0.9606813210697318,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_noisy_geometric_linker,GT/TRA node universe with noisy geometric link scores,0.1,5000,0,444.65,451.7,2085.05,0.0,2085.05,0.459507021534009,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_random_score_negative_control,same held-out CTC universe with randomized ranking,0.1,100,0,1.0,0.0,79.75,0.0,79.75,0.3829350942702891,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_random_score_negative_control,same held-out CTC universe with randomized ranking,0.1,300,0,3.85,2.1,231.5,0.0,231.5,0.38743670321875,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_random_score_negative_control,same held-out CTC universe with randomized ranking,0.1,500,0,8.7,6.55,377.7,0.0,377.7,0.3886146761175731,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_random_score_negative_control,same held-out CTC universe with randomized ranking,0.1,1000,0,28.6,28.7,731.45,0.0,731.45,0.3875059135918166,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
ctc_random_score_negative_control,same held-out CTC universe with randomized ranking,0.1,5000,0,643.85,656.3,2648.6,0.0,2648.6,0.3862384945880114,1.0,"official CTC GT lineage-edge consequence; TRA/AOGM values are edge-edit proxies, not official challenge scores",outputs/milestones/official_downstream_consequence/table_ctc_official_lineage_metric_summary.csv,6068faf9f4fe326b2692f428055dea26d1df4c8decc01b98f57c5bd501ad80ab
