K,claim_boundary,random_full_budget_actual_FTR,random_full_budget_released,random_same_budget_actual_FTR,random_same_budget_released,seed,target_row,top_score_actual_FTR,top_score_alpha_violation,top_score_audit_candidates_inspected,top_score_best_mass_ratio,top_score_released,top_score_safe_release,top_score_verified_positives_found
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,0,ctc_learned_strict_alpha010_K100,0.0,False,350,1.3321283238137231,100,True,350
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,1,ctc_learned_strict_alpha010_K100,0.0,False,299,1.3321283238137231,100,True,299
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,2,ctc_learned_strict_alpha010_K100,0.0,False,365,1.3321283238137231,100,True,365
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,3,ctc_learned_strict_alpha010_K100,0.0,False,373,1.3321283238137231,100,True,373
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,4,ctc_learned_strict_alpha010_K100,0.0,False,387,1.3321283238137231,100,True,387
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,5,ctc_learned_strict_alpha010_K100,0.0,False,397,1.3321283238137231,100,True,397
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,6,ctc_learned_strict_alpha010_K100,0.0,False,368,1.3321283238137231,100,True,368
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,7,ctc_learned_strict_alpha010_K100,0.0,False,388,1.3321283238137231,100,True,388
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,8,ctc_learned_strict_alpha010_K100,0.0,False,319,1.3321283238137231,100,True,319
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,9,ctc_learned_strict_alpha010_K100,0.0,False,401,1.3321283238137231,100,True,401
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,10,ctc_learned_strict_alpha010_K100,0.0,False,356,1.3321283238137231,100,True,356
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,11,ctc_learned_strict_alpha010_K100,0.0,False,387,1.3321283238137231,100,True,387
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,12,ctc_learned_strict_alpha010_K100,0.0,False,323,1.3321283238137231,100,True,323
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,13,ctc_learned_strict_alpha010_K100,0.0,False,391,1.3321283238137231,100,True,391
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,14,ctc_learned_strict_alpha010_K100,0.0,False,325,1.3321283238137231,100,True,325
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,15,ctc_learned_strict_alpha010_K100,0.0,False,305,1.3321283238137231,100,True,305
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,16,ctc_learned_strict_alpha010_K100,0.0,False,354,1.3321283238137231,100,True,354
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,17,ctc_learned_strict_alpha010_K100,0.0,False,454,1.3321283238137231,100,True,454
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,18,ctc_learned_strict_alpha010_K100,0.0,False,338,1.3321283238137231,100,True,338
100,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,100,0.0,0,19,ctc_learned_strict_alpha010_K100,0.0,False,352,1.3321283238137231,100,True,352
300,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,300,0.0,0,0,ctc_learned_strict_alpha010_K300,0.0,False,350,1.2077963469244426,272,True,350
300,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,300,0.0,0,1,ctc_learned_strict_alpha010_K300,0.0,False,299,1.3321283238137231,300,True,299
300,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,300,0.0,0,2,ctc_learned_strict_alpha010_K300,0.0,False,365,1.3321283238137231,300,True,365
300,PARC_A_certificate_directed_active_verification;simulated_one_sided_audit_over_existing_labels;primary_CTC_only;materials_boundary_secondary;not_new_human_labels;not_new_DFT;not_prospective_materials_discovery,0.0,300,0.0,0,3,ctc_learned_strict_alpha010_K300,0.0,False,373,1.3321283238137231,300,True,373
