candidate_id,structure_hash,formula,chemical_system,source_model,K,raw_rank,raw_score,policy_status,parc_released,parc_release_seed_count,parc_e_value,parc_release_margin,t0_e_above_hull,t0_label,t1_e_above_hull,t1_label,drift_type,chgnet_score,mace_score,alignn_ff_score,mlip_consensus_score,mlip_disagreement_count,mlip_consensus_label,near_hull_25mev_t0,near_hull_50mev_t0,near_hull_25mev_t1,near_hull_50mev_t1,is_t1_false_release,failure_explanation_class,claim_boundary
wbm-1-10046,0ddbbfb1434e80112e1941460319db19baa77b2217e5c89e831e1be76115ed3d,Cl6 Ho2,Cl-Ho,ALIGNN-FF,500,454,0.5549629999999999,extra_tail,False,0,2.9621815726991896,29.432650133714645,-0.075567,stable,0.6242622619999985,unstable_or_unresolved,stable_to_unstable,,,0.5549629999999999,,1,not_available_no_CHGNet_MACE_scores,False,False,False,False,False,not_a_false_release,candidate_level_explanation_not_MLIP_consensus_validation
wbm-1-10049,2a49d22d34fb9c3357886d08ef7e08e4d1db931c69764addecbbb3c852ce3faa,Cl6 Cs2 I2,Cl-Cs-I,ALIGNN-FF,500,459,0.5556030000000001,extra_tail,False,0,3.1968864633000584,39.685851537379705,-0.054849,stable,1.555560739999997,unstable_or_unresolved,stable_to_unstable,,,0.5556030000000001,,1,not_available_no_CHGNet_MACE_scores,False,False,False,False,False,not_a_false_release,candidate_level_explanation_not_MLIP_consensus_validation
wbm-1-10064,7af45181f540fd196ebd9ed662ecbf132bd322f39ba3bbded6663702b30976e1,Cl6 In2,Cl-In,ALIGNN-FF,500,434,0.5647820000000001,extra_tail,False,0,3.36340466755441,39.685851537379705,-0.119464,stable,43.67098935375,unstable_or_unresolved,stable_to_unstable,,,0.5647820000000001,,1,not_available_no_CHGNet_MACE_scores,False,False,False,False,False,not_a_false_release,candidate_level_explanation_not_MLIP_consensus_validation
wbm-1-10065,7ecd71f92772418a64695a66517b62e692bd65b2f7dbfb6d7c66c26c4694cd73,Cl6 In2,Cl-In,ALIGNN-FF,500,431,0.5661809999999998,extra_tail,False,0,3.435340037634345,39.685851537379705,-0.119498,stable,43.67095435374999,unstable_or_unresolved,stable_to_unstable,,,0.5661809999999998,,1,not_available_no_CHGNet_MACE_scores,False,False,False,False,False,not_a_false_release,candidate_level_explanation_not_MLIP_consensus_validation
wbm-1-10137,20e4d592fd3da9845f449f15adfdd14136345c154518841d1c64758016dfe45e,Cl6 Lu2,Cl-Lu,ALIGNN-FF,500,452,0.555237,extra_tail,False,0,2.9621815726991896,29.432650133714645,-0.08566,stable,-2.743422999999998,stable,stable_to_stable,,,0.555237,,0,not_available_no_CHGNet_MACE_scores,False,False,False,False,False,not_a_false_release,candidate_level_explanation_not_MLIP_consensus_validation
wbm-1-10154,4f688de008860af7c1ee8ee1d43572787fc720a84a540c1562cd92d73aafcafc,Cl6 Mn2,Cl-Mn,ALIGNN-FF,300,10,0.8370069999999998,parc_release,True,3,18.566685755496703,16.36323504953147,-0.145754,stable,-1.2670470000000051,stable,stable_to_stable,,,0.8370069999999998,,0,not_available_no_CHGNet_MACE_scores,False,False,False,False,False,not_a_false_release,candidate_level_explanation_not_MLIP_consensus_validation
wbm-1-10154,4f688de008860af7c1ee8ee1d43572787fc720a84a540c1562cd92d73aafcafc,Cl6 Mn2,Cl-Mn,ALIGNN-FF,500,16,0.8370069999999998,extra_tail,False,0,18.566685755496703,33.106904168958664,-0.145754,stable,-1.2670470000000051,stable,stable_to_stable,,,0.8370069999999998,,0,not_available_no_CHGNet_MACE_scores,False,False,False,False,False,not_a_false_release,candidate_level_explanation_not_MLIP_consensus_validation
wbm-1-10155,e3342f0c7ecbdbbc591f6a920cad51d93bb902c3753ff67455d893a59e5f8dde,Cl6 Mn2,Cl-Mn,ALIGNN-FF,300,13,0.8289069999999998,parc_release,True,3,17.306411900418205,16.36323504953147,-0.273431,stable,-1.3947239999999963,stable,stable_to_stable,,,0.8289069999999998,,0,not_available_no_CHGNet_MACE_scores,False,False,False,False,False,not_a_false_release,candidate_level_explanation_not_MLIP_consensus_validation
wbm-1-10155,e3342f0c7ecbdbbc591f6a920cad51d93bb902c3753ff67455d893a59e5f8dde,Cl6 Mn2,Cl-Mn,ALIGNN-FF,500,19,0.8289069999999998,extra_tail,False,0,17.306411900418205,33.106904168958664,-0.273431,stable,-1.3947239999999963,stable,stable_to_stable,,,0.8289069999999998,,0,not_available_no_CHGNet_MACE_scores,False,False,False,False,False,not_a_false_release,candidate_level_explanation_not_MLIP_consensus_validation
wbm-1-10156,0538d74f754374b812ba0e270a3a1e4103d36cb50688611a176b04b323e78832,Cl6 Mn2,Cl-Mn,ALIGNN-FF,300,63,0.7233070000000001,extra_tail,False,0,9.114841960315776,16.36323504953147,-0.246356,stable,-1.367649,stable,stable_to_stable,,,0.7233070000000001,,0,not_available_no_CHGNet_MACE_scores,False,False,False,False,False,not_a_false_release,candidate_level_explanation_not_MLIP_consensus_validation
