material_id,formula,chemical_system,mp_e_above_hull,alex_e_above_hull,mp_stable_exact,alex_stable_exact,abs_delta_ehull,alex_source_file
mp-1185609,LiGd2Rh,Gd-Li-Rh,2.485673194166665,0.0,False,True,2.485673194166665,alex_mp_20/train.csv
mp-542633,GdCo2,Co-Gd,1.630257117058822,0.0,False,True,1.630257117058822,alex_mp_20/train.csv
mp-21458,GdCdCu,Cd-Cu-Gd,1.377455704444447,0.0,False,True,1.377455704444447,alex_mp_20/train.csv
mp-752681,Eu6WO12,Eu-O-W,1.370391096381579,0.0,False,True,1.370391096381579,alex_mp_20/train.csv
mp-1184716,GdYRu2,Gd-Ru-Y,1.2979035747499998,0.0,False,True,1.2979035747499998,alex_mp_20/train.csv
mp-866089,GdSnRh2,Gd-Rh-Sn,1.1991396384375,0.0,False,True,1.1991396384375,alex_mp_20/train.csv
mp-1184732,GdYIr2,Gd-Ir-Y,1.083624357500003,0.0,False,True,1.083624357500003,alex_mp_20/train.csv
mp-1187516,YbSiO3,O-Si-Yb,0.9078299743125,0.0,False,True,0.9078299743125,alex_mp_20/train.csv
mp-646399,Gd(NiGe)2,Gd-Ge-Ni,0.8615227669999981,0.0,False,True,0.8615227669999981,alex_mp_20/train.csv
mp-579628,Gd2Tl,Gd-Tl,0.7628240916666651,0.0,False,True,0.7628240916666651,alex_mp_20/train.csv
mp-20700,Gd(SiIr)2,Gd-Ir-Si,0.583288817100001,0.0,False,True,0.583288817100001,alex_mp_20/train.csv
mp-677272,La2EuS4,Eu-La-S,0.574282744642857,0.0,False,True,0.574282744642857,alex_mp_20/val.csv
mp-865799,Yb2AsAu,As-Au-Yb,0.459351693125,0.0,False,True,0.459351693125,alex_mp_20/train.csv
mp-567249,GdMg2Ni9,Gd-Mg-Ni,0.451390201874999,0.0,False,True,0.451390201874999,alex_mp_20/train.csv
mp-8398,CsYbF3,Cs-F-Yb,0.414283702500004,0.0,False,True,0.414283702500004,alex_mp_20/train.csv
mp-699363,SrLaMnRuO6,La-Mn-O-Ru-Sr,0.387480595666682,0.0,False,True,0.387480595666682,alex_mp_20/train.csv
mp-6952,RbYbF3,F-Rb-Yb,0.379750392249997,0.0,False,True,0.379750392249997,alex_mp_20/train.csv
mp-1080149,Yb(CuS)2,Cu-S-Yb,0.378651291499984,0.0,False,True,0.378651291499984,alex_mp_20/val.csv
mp-690556,CaLaMnRuO6,Ca-La-Mn-O-Ru,0.343162110741662,0.0,False,True,0.343162110741662,alex_mp_20/train.csv
mp-541134,TeAuBr8,Au-Br-Te,0.327853372874997,0.0,False,True,0.327853372874997,alex_mp_20/train.csv
mp-9799,Yb4As2O,As-O-Yb,0.318393625357138,0.0,False,True,0.318393625357138,alex_mp_20/train.csv
mp-1224902,GdErAl6,Al-Er-Gd,0.302988283124999,0.0,False,True,0.302988283124999,alex_mp_20/train.csv
mp-569106,Yb2CdSb2,Cd-Sb-Yb,0.294611543999995,0.0,False,True,0.294611543999995,alex_mp_20/train.csv
mp-1080771,NaCl7,Cl-Na,0.287349770625,0.0,False,True,0.287349770625,alex_mp_20/train.csv
mp-1206487,Yb(CdAs)2,As-Cd-Yb,0.251742558000007,0.0,False,True,0.251742558000007,alex_mp_20/train.csv
mp-1218113,SrPrNiRuO6,Ni-O-Pr-Ru-Sr,0.249192755199992,0.0,False,True,0.249192755199992,alex_mp_20/train.csv
mp-8780,Cr2N,Cr-N,0.244666590000001,0.0,False,True,0.244666590000001,alex_mp_20/train.csv
mp-1183691,CrN,Cr-N,0.24439364,0.0,False,True,0.24439364,alex_mp_20/train.csv
mp-1206506,EuO2,Eu-O,0.228789992500002,0.0,False,True,0.228789992500002,alex_mp_20/train.csv
mp-1206321,YbTlBr3,Br-Tl-Yb,0.226913215000017,0.0,False,True,0.226913215000017,alex_mp_20/train.csv
mp-1189159,Eu3FeO6,Eu-Fe-O,0.221575145999999,0.0,False,True,0.221575145999999,alex_mp_20/train.csv
mp-571571,CeTe3,Ce-Te,0.207731057916667,0.0,False,True,0.207731057916667,alex_mp_20/train.csv
mp-2751956,WF4,F-W,0.202170283999993,0.0,False,True,0.202170283999993,alex_mp_20/train.csv
mp-1184814,Eu3GaO6,Eu-Ga-O,0.19640434675,0.0,False,True,0.19640434675,alex_mp_20/train.csv
mp-1212953,Eu2HgO4,Eu-Hg-O,0.196228591071429,0.0,False,True,0.196228591071429,alex_mp_20/train.csv
mp-1070599,CsYbCl3,Cl-Cs-Yb,0.189163071916663,0.0,False,True,0.189163071916663,alex_mp_20/train.csv
mp-11651,Yb3SnO,O-Sn-Yb,0.189159093833339,0.0,False,True,0.189159093833339,alex_mp_20/train.csv
mp-865716,YbCl2,Cl-Yb,0.185846899444442,0.0,False,True,0.185846899444442,alex_mp_20/train.csv
mp-24287,CrH,Cr-H,0.185413735624999,0.0,False,True,0.185413735624999,alex_mp_20/train.csv
mp-7138,YbSb2,Sb-Yb,0.184889386666668,0.0,False,True,0.184889386666668,alex_mp_20/train.csv
mp-11701,YbCuSb,Cu-Sb-Yb,0.178993203333337,0.0,False,True,0.178993203333337,alex_mp_20/train.csv
mp-22631,Co2N,Co-N,0.177865282083335,0.0,False,True,0.177865282083335,alex_mp_20/train.csv
mp-9257,Yb(CdSb)2,Cd-Sb-Yb,0.17474731175001,0.0,False,True,0.17474731175001,alex_mp_20/train.csv
mp-554971,ZrFeF6,F-Fe-Zr,0.173703126250006,0.0,False,True,0.173703126250006,alex_mp_20/train.csv
mp-1239142,Mn2InCuSe4,Cu-In-Mn-Se,0.170577324374999,0.0,False,True,0.170577324374999,alex_mp_20/train.csv
mp-903,ZrCr2,Cr-Zr,0.168987378333334,0.0,False,True,0.168987378333334,alex_mp_20/train.csv
mp-11215,CeAgGe,Ag-Ce-Ge,0.168831452499999,0.0,False,True,0.168831452499999,alex_mp_20/train.csv
mp-1018646,YbH3Pd,H-Pd-Yb,0.164609845208332,0.0,False,True,0.164609845208332,alex_mp_20/train.csv
mp-796278,CoO2,Co-O,0.164294270000001,0.0,False,True,0.164294270000001,alex_mp_20/train.csv
mp-1078265,Cs2YbCl4,Cl-Cs-Yb,0.162973035714298,0.0,False,True,0.162973035714298,alex_mp_20/train.csv
mp-1189932,Mn(NbSe2)3,Mn-Nb-Se,0.162465879900018,0.0,False,True,0.162465879900018,alex_mp_20/train.csv
mp-12063,Ce(AgGe)2,Ag-Ce-Ge,0.160307784444444,0.0,False,True,0.160307784444444,alex_mp_20/train.csv
mp-1228689,Ba(TeMo)6,Ba-Mo-Te,0.158889196538462,0.0,False,True,0.158889196538462,alex_mp_20/val.csv
mp-22294,BaEu2NiO5,Ba-Eu-Ni-O,0.158035553888892,0.0,False,True,0.158035553888892,alex_mp_20/train.csv
mp-21389,Eu3AuO6,Au-Eu-O,0.157813393999997,0.0,False,True,0.157813393999997,alex_mp_20/train.csv
mp-1228931,CsCuNiF6,Cs-Cu-F-Ni,0.157524051666674,0.0,False,True,0.157524051666674,alex_mp_20/train.csv
mp-548,NbCr2,Cr-Nb,0.154778203333332,0.0,False,True,0.154778203333332,alex_mp_20/train.csv
mp-1227182,CaLa3Mn4O12,Ca-La-Mn-O,0.15446641105,0.0,False,True,0.15446641105,alex_mp_20/train.csv
mp-1113048,Cs2RbAlF6,Al-Cs-F-Rb,0.153942489666671,0.0,False,True,0.153942489666671,alex_mp_20/train.csv
mp-10314,Yb(ZnAs)2,As-Yb-Zn,0.153808389125,0.0,False,True,0.153808389125,alex_mp_20/train.csv
mp-753192,Yb4Sb2O,O-Sb-Yb,0.153683759166664,0.0,False,True,0.153683759166664,alex_mp_20/train.csv
