method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.5,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,12.961481396815886,12.922847983320086,10.0,True,12.922847983320086,2.302177288235414,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,150.0,10.0,-8.667110002783106,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,2.462789490941799,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,150.0,10.0,-9.191812083702104,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,2.462789490941799,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,150.0,10.0,-9.191812083702104,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,5,145,,,,,,,,,0.9666666666666667,,,0.9666666666666667,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00016379822045564651,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,5,145,,,,,,,,,0.9666666666666667,,,0.9666666666666667,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00014466233551502228,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0003074370324611664,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.00028156954795122147,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,5,145,,,,,,,,,0.9666666666666667,,,0.9666666666666667,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001292731612920761,top_m_by_score_no_risk_control
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.5,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,12.961481396815886,12.91317157014496,10.0,True,12.91317157014496,3.04676054254251,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29239.0,,,150.0,10.0,-8.373093304204142,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.1537801455896759,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,37.97312005507294,37.73389353320295,10.0,True,37.73389353320295,4.120350802140032,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29239.0,,,150.0,10.0,-8.867354713657855,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.1537801455896759,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,37.97312005507294,37.73389353320295,10.0,True,37.73389353320295,4.120350802140032,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29239.0,,,150.0,10.0,-8.867354713657855,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,8,142,,,,,,,,,0.9466666666666667,,,0.9466666666666667,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.00016341730952262878,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,8,142,,,,,,,,,0.9466666666666667,,,0.9466666666666667,1.0,,,,,,,,,,,,,1,diagnostic_baseline,0.0001453431323170662,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.000302046537399292,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,1,diagnostic_baseline,0.00028168968856334686,block_evalue_post_filter
