method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.5,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,15.70031846810805,15.604486534327236,10.0,True,15.604486534327236,4.7685327738826695,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,50.0,10.0,-7.241490438660762,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.5,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,15.70031846810805,15.604486534327236,10.0,True,15.604486534327236,3.3977716709488788,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,100.0,10.0,-8.32702343868402,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.5,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,15.70031846810805,15.604486534327236,10.0,True,15.604486534327236,2.7610956176547297,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,150.0,10.0,-8.65197767855852,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,8.110078657448561,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,50.0,10.0,-7.307449164371213,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,4.860450381416116,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,100.0,10.0,-8.854706600330372,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,3.553270824101502,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,150.0,10.0,-9.208244732731371,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,8.110078657448561,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,50.0,10.0,-7.307449164371213,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,4.860450381416116,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,100.0,10.0,-8.854706600330372,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,985.0,973.0,12.0,973.0,973.0,973.0,12.0,0.0,0.1453190277219253,0.1453190277219253,0.0010141987829614,0.0010266940451745,0.0010266940451745,52.61773096078649,52.069925759461306,10.0,True,52.069925759461306,3.553270824101502,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,21137.0,,,150.0,10.0,-9.208244732731371,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,50,13,37,,,,,,,,,0.74,,,0.74,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001342417672276497,score_threshold_from_calibration_null_quantile
