video_id,split,num_detections,num_paths,num_unmatched_paths,num_verified_positive_paths,num_null_paths,has_null_block
0,test,147,31,1,0,1,True
1,cal,145,70,30,0,30,True
2,test,216,66,5,0,5,True
3,test,208,60,3,0,3,True
4,test,46,10,2,0,2,True
5,cal,90,33,4,0,4,True
6,test,114,58,6,0,6,True
7,cal,92,34,0,0,0,False
8,cal,90,36,1,0,1,True
9,cal,81,29,5,1,5,True
10,tune,161,64,0,0,0,False
11,cal,129,41,2,0,2,True
12,cal,42,36,4,0,4,True
13,cal,154,103,19,2,17,True
14,test,68,55,0,0,0,False
15,cal,152,33,1,0,1,True
16,test,73,30,3,1,2,True
17,cal,119,35,0,0,0,False
18,test,184,41,1,0,1,True
19,test,65,35,3,0,3,True
20,test,146,34,2,0,2,True
21,cal,82,24,3,0,3,True
22,cal,144,49,2,0,2,True
23,cal,66,22,3,0,3,True
24,cal,238,68,8,1,7,True
25,test,191,55,9,0,9,True
26,cal,200,99,4,0,4,True
27,test,88,32,3,0,3,True
28,test,161,69,4,0,4,True
29,test,240,208,40,0,40,True
30,test,118,89,14,0,14,True
31,test,14,11,0,0,0,False
32,cal,240,114,12,1,11,True
33,test,223,188,53,2,51,True
34,cal,32,26,9,1,8,True
35,cal,201,148,8,0,8,True
36,cal,163,87,24,2,22,True
37,cal,127,45,4,1,3,True
38,test,92,63,50,0,50,True
39,cal,132,72,23,0,23,True
40,cal,60,40,25,3,22,True
41,test,122,59,10,0,10,True
42,cal,80,72,18,0,18,True
43,cal,133,43,4,0,4,True
44,test,27,7,2,2,0,False
45,cal,34,8,2,1,1,True
46,test,12,6,4,1,3,True
47,tune,12,2,1,1,0,False
48,cal,21,11,5,0,5,True
49,cal,19,7,2,1,1,True
50,test,24,4,1,1,0,False
51,cal,29,4,0,0,0,False
52,cal,31,13,7,0,7,True
53,cal,30,20,17,6,11,True
54,test,13,3,1,1,0,False
55,cal,20,7,3,1,2,True
56,test,9,6,5,0,5,True
57,test,20,7,3,1,2,True
58,cal,10,6,2,0,2,True
59,cal,18,4,3,0,3,True
60,test,25,4,0,0,0,False
61,test,26,5,3,2,1,True
62,test,33,5,1,0,1,True
63,cal,55,13,3,0,3,True
64,test,19,5,3,0,3,True
65,cal,15,5,2,0,2,True
66,test,18,6,3,0,3,True
67,test,17,5,3,1,2,True
68,test,14,4,1,0,1,True
69,cal,11,3,0,0,0,False
70,tune,11,3,0,0,0,False
71,cal,12,3,1,0,1,True
72,test,12,4,0,0,0,False
73,test,20,8,1,0,1,True
74,test,25,4,0,0,0,False
75,cal,14,2,0,0,0,False
76,tune,11,2,0,0,0,False
77,test,20,15,2,0,2,True
78,test,14,5,2,2,0,False
79,test,16,8,4,0,4,True
80,test,16,12,10,1,9,True
81,test,17,5,4,0,4,True
82,test,23,10,1,0,1,True
83,test,15,4,1,0,1,True
84,test,14,2,0,0,0,False
85,cal,32,22,13,1,12,True
86,test,18,6,1,0,1,True
87,cal,16,5,1,0,1,True
88,cal,21,5,1,0,1,True
89,cal,20,6,2,0,2,True
90,cal,9,2,0,0,0,False
91,test,11,7,4,1,3,True
92,test,10,4,1,0,1,True
93,test,14,4,1,0,1,True
94,cal,15,4,0,0,0,False
95,test,14,7,5,1,4,True
96,test,16,10,8,3,5,True
97,cal,4,4,1,0,1,True
98,test,7,1,0,0,0,False
99,cal,13,6,1,0,1,True
100,tune,15,10,4,1,3,True
101,cal,19,11,7,2,5,True
102,test,3,1,0,0,0,False
103,cal,15,9,0,0,0,False
104,cal,7,4,0,0,0,False
105,tune,19,4,2,2,0,False
106,cal,17,12,4,0,4,True
107,cal,18,14,9,1,8,True
