method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,10.0,True,12.980754985747168,12.980754985747168,75,75,0,75,74,1,1,0,0,0,1,1,0,0,0.013333333333333334,0.0,0.0,0.0,1.0,0,2437,10.0,2.9807549857471685,75,10.0,2.9807549857471685,12.980754985747168,12.980754985747168,12.980754985747168,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,10.0,True,12.980754985747168,12.980754985747168,100,100,0,100,98,2,2,0,0,0,2,2,0,0,0.02,0.0,0.0,0.0,1.0,0,2437,10.0,2.9807549857471685,100,10.0,2.9807549857471685,12.980754985747168,12.980754985747168,12.980754985747168,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,10.0,True,12.980754985747168,12.707012777798061,125,125,0,116,113,3,2,0,0,1,2,2,0,0,0.02586206896551724,0.0,0.0,0.008620689655172414,0.928,0,2437,10.775862068965516,2.2048929167816524,116,10.775862068965516,2.2048929167816524,12.980754985747168,12.980754985747168,12.980754985747168,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,10.0,True,12.980754985747168,12.118973960722203,150,150,0,116,113,3,2,0,0,1,2,2,0,0,0.02586206896551724,0.0,0.0,0.008620689655172414,0.7733333333333333,0,2437,12.93103448275862,0.04972050298854924,116,12.93103448275862,0.04972050298854924,12.980754985747168,12.980754985747168,12.980754985747168,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,10.0,True,12.980754985747168,11.418350785725139,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2437,,,116,15.086206896551722,-2.105451910804554,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,10.0,True,12.980754985747168,10.802354124118695,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2437,,,200,10.0,-3.5096225071264158,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.5,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,15.676415406590975,12.980754985747168,10.0,True,12.980754985747168,9.86869722999674,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0.0,0,2437,,,250,10.0,-4.194829890520003,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,52.396156165607664,38.068782942910914,10.0,True,38.068782942910914,38.068782942910914,75,75,0,75,74,1,1,0,0,0,1,1,0,0,0.013333333333333334,0.0,0.0,0.0,1.0,0,2437,10.0,28.068782942910914,75,10.0,28.068782942910914,38.068782942910914,38.068782942910914,38.068782942910914,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,52.396156165607664,38.068782942910914,10.0,True,38.068782942910914,38.068782942910914,100,100,0,100,98,2,2,0,0,0,2,2,0,0,0.02,0.0,0.0,0.0,1.0,0,2437,10.0,28.068782942910914,100,10.0,28.068782942910914,38.068782942910914,38.068782942910914,38.068782942910914,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,52.396156165607664,38.068782942910914,10.0,True,38.068782942910914,36.85219823557579,125,125,0,125,122,3,2,0,0,1,2,2,0,0,0.024,0.0,0.0,0.008,1.0,0,2437,10.0,11.171773118812037,116,10.775862068965516,27.2929208739454,21.171773118812037,36.85219823557579,38.068782942910914,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,52.396156165607664,38.068782942910914,10.0,True,38.068782942910914,34.2387940494485,150,150,0,150,147,3,2,0,0,1,2,2,0,0,0.02,0.0,0.0,0.006666666666666667,1.0,0,2437,10.0,11.171773118812037,116,12.93103448275862,25.137748460152295,21.171773118812037,34.2387940494485,38.068782942910914,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,52.396156165607664,38.068782942910914,10.0,True,38.068782942910914,31.376231199526757,175,175,0,175,169,6,5,0,0,1,5,5,0,0,0.03428571428571429,0.0,0.0,0.005714285714285714,1.0,0,2437,10.0,1.7745812275283939,116,15.086206896551722,22.982576046359192,11.774581227528394,31.376231199526757,38.068782942910914,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,52.396156165607664,38.068782942910914,10.0,True,38.068782942910914,28.926024953026964,200,200,0,200,194,6,5,0,0,1,5,5,0,0,0.03,0.0,0.0,0.005,1.0,0,2437,10.0,1.7745812275283939,116,17.241379310344826,20.82740363256609,11.774581227528394,28.926024953026964,38.068782942910914,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,982,673,309,673,673,673,309,0,0.1535336511947572,0.1535336511947572,0.0010172939979654,0.001483679525222552,0.001483679525222552,52.396156165607664,38.068782942910914,10.0,True,38.068782942910914,25.28496915667298,250,250,0,224,218,6,5,0,0,1,5,5,0,0,0.026785714285714284,0.0,0.0,0.004464285714285714,0.896,0,2437,11.160714285714285,0.6138669418141092,116,21.551724137931032,16.517058804979882,11.774581227528394,27.08837026815212,38.068782942910914,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982,660,322,660,660,660,322,0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847202,0.0015128593040847202,52.38681658022706,37.44649344759844,10.0,True,37.44649344759844,37.44649344759844,75,75,0,75,74,1,1,0,0,0,1,1,0,0,0.013333333333333334,0.0,0.0,0.0,1.0,67,2370,10.0,27.446493447598442,75,10.0,27.446493447598442,37.44649344759844,37.44649344759844,37.44649344759844,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982,660,322,660,660,660,322,0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847202,0.0015128593040847202,52.38681658022706,37.44649344759844,10.0,True,37.44649344759844,37.44649344759844,100,100,0,100,98,2,2,0,0,0,2,2,0,0,0.02,0.0,0.0,0.0,1.0,67,2370,10.0,27.446493447598442,100,10.0,27.446493447598442,37.44649344759844,37.44649344759844,37.44649344759844,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982,660,322,660,660,660,322,0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847202,0.0015128593040847202,52.38681658022706,37.44649344759844,10.0,True,37.44649344759844,36.25027425701024,125,125,0,125,122,3,2,0,0,1,2,2,0,0,0.024,0.0,0.0,0.008,1.0,67,2370,10.0,10.83233802276235,116,10.775862068965516,26.670631378632926,20.83233802276235,36.25027425701024,37.44649344759844,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982,660,322,660,660,660,322,0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847202,0.0015128593040847202,52.38681658022706,37.44649344759844,10.0,True,37.44649344759844,33.68061821796893,150,150,0,150,147,3,2,0,0,1,2,2,0,0,0.02,0.0,0.0,0.006666666666666667,1.0,67,2370,10.0,10.83233802276235,116,12.93103448275862,24.515458964839823,20.83233802276235,33.68061821796893,37.44649344759844,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982,660,322,660,660,660,322,0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847202,0.0015128593040847202,52.38681658022706,37.44649344759844,10.0,True,37.44649344759844,30.865681199026408,175,175,0,175,169,6,5,0,0,1,5,5,0,0,0.03428571428571429,0.0,0.0,0.005714285714285714,1.0,67,2370,10.0,1.5895045847734188,116,15.086206896551722,22.36028655104672,11.589504584773419,30.865681199026408,37.44649344759844,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,982,660,322,660,660,660,322,0,0.1539941341575152,0.1539941341575152,0.0010172939979654,0.0015128593040847202,0.0015128593040847202,52.38681658022706,37.44649344759844,10.0,True,37.44649344759844,28.456159122244784,200,200,0,200,194,6,5,0,0,1,5,5,0,0,0.03,0.0,0.0,0.005,1.0,67,2370,10.0,1.5895045847734188,116,17.241379310344826,20.205114137253616,11.589504584773419,28.456159122244784,37.44649344759844,,
