video_id,split,num_detections,num_paths,num_unmatched_paths,num_verified_positive_paths,num_null_paths,has_null_block
0,cal,147,31,1,0,1,True
1,test,145,70,30,0,30,True
2,cal,216,66,5,0,5,True
3,test,208,60,3,0,3,True
4,test,46,10,2,0,2,True
5,cal,90,33,4,0,4,True
6,cal,114,58,6,0,6,True
7,test,92,34,0,0,0,False
8,test,90,36,1,0,1,True
9,cal,81,29,5,1,5,True
10,cal,161,64,0,0,0,False
11,test,129,41,2,0,2,True
12,tune,42,36,4,0,4,True
13,tune,154,103,19,2,17,True
14,cal,68,55,0,0,0,False
15,test,152,33,1,0,1,True
16,tune,73,30,3,1,2,True
17,test,119,35,0,0,0,False
18,test,184,41,1,0,1,True
19,cal,65,35,3,0,3,True
20,test,146,34,2,0,2,True
21,test,82,24,3,0,3,True
22,test,144,49,2,0,2,True
23,tune,66,22,3,0,3,True
24,tune,238,68,8,1,7,True
25,test,191,55,9,0,9,True
26,cal,200,99,4,0,4,True
27,test,88,32,3,0,3,True
28,cal,161,69,4,0,4,True
29,test,240,208,40,0,40,True
30,cal,118,89,14,0,14,True
31,cal,14,11,0,0,0,False
32,tune,240,114,12,1,11,True
33,cal,223,188,53,2,51,True
34,test,32,26,9,1,8,True
35,test,201,148,8,0,8,True
36,test,163,87,24,2,22,True
37,test,127,45,4,1,3,True
38,test,92,63,50,0,50,True
39,cal,132,72,23,0,23,True
40,cal,60,40,25,3,22,True
41,test,122,59,10,0,10,True
42,test,80,72,18,0,18,True
43,test,133,43,4,0,4,True
44,test,27,7,2,2,0,False
45,test,34,8,2,1,1,True
46,cal,12,6,4,1,3,True
47,cal,12,2,1,1,0,False
48,test,21,11,5,0,5,True
49,test,19,7,2,1,1,True
50,cal,24,4,1,1,0,False
51,cal,29,4,0,0,0,False
52,test,31,13,7,0,7,True
53,cal,30,20,17,6,11,True
54,cal,13,3,1,1,0,False
55,test,20,7,3,1,2,True
56,cal,9,6,5,0,5,True
57,test,20,7,3,1,2,True
58,test,10,6,2,0,2,True
59,test,18,4,3,0,3,True
60,test,25,4,0,0,0,False
61,cal,26,5,3,2,1,True
62,test,33,5,1,0,1,True
63,test,55,13,3,0,3,True
64,cal,19,5,3,0,3,True
65,test,15,5,2,0,2,True
66,test,18,6,3,0,3,True
