video_id,split,num_detections,num_paths,num_unmatched_paths,num_verified_positive_paths,num_null_paths,has_null_block
0,cal,147,31,1,0,1,True
1,cal,145,70,30,0,30,True
2,tune,216,66,5,0,5,True
3,test,208,60,3,0,3,True
4,cal,46,10,2,0,2,True
5,cal,90,33,4,0,4,True
6,test,114,58,6,0,6,True
7,cal,92,34,0,0,0,False
8,test,90,36,1,0,1,True
9,test,81,29,5,1,5,True
10,test,161,64,0,0,0,False
11,cal,129,41,2,0,2,True
12,cal,42,36,4,0,4,True
13,cal,154,103,19,2,17,True
14,tune,68,55,0,0,0,False
15,tune,152,33,1,0,1,True
16,cal,73,30,3,1,2,True
17,test,119,35,0,0,0,False
18,test,184,41,1,0,1,True
19,cal,65,35,3,0,3,True
20,cal,146,34,2,0,2,True
21,test,82,24,3,0,3,True
22,cal,144,49,2,0,2,True
23,test,66,22,3,0,3,True
24,cal,238,68,8,1,7,True
25,cal,191,55,9,0,9,True
26,cal,200,99,4,0,4,True
27,cal,88,32,3,0,3,True
28,cal,161,69,4,0,4,True
29,cal,240,208,40,0,40,True
30,cal,118,89,14,0,14,True
31,cal,14,11,0,0,0,False
32,test,240,114,12,1,11,True
33,tune,223,188,53,2,51,True
34,cal,32,26,9,1,8,True
35,test,201,148,8,0,8,True
36,test,163,87,24,2,22,True
37,cal,127,45,4,1,3,True
38,tune,92,63,50,0,50,True
39,test,132,72,23,0,23,True
40,test,60,40,25,3,22,True
41,cal,122,59,10,0,10,True
42,cal,80,72,18,0,18,True
43,test,133,43,4,0,4,True
44,cal,27,7,2,2,0,False
45,cal,34,8,2,1,1,True
46,cal,12,6,4,1,3,True
47,cal,12,2,1,1,0,False
48,test,21,11,5,0,5,True
49,test,19,7,2,1,1,True
50,test,24,4,1,1,0,False
51,test,29,4,0,0,0,False
52,cal,31,13,7,0,7,True
53,cal,30,20,17,6,11,True
54,cal,13,3,1,1,0,False
55,cal,20,7,3,1,2,True
56,test,9,6,5,0,5,True
57,test,20,7,3,1,2,True
58,cal,10,6,2,0,2,True
59,cal,18,4,3,0,3,True
60,test,25,4,0,0,0,False
61,tune,26,5,3,2,1,True
62,cal,33,5,1,0,1,True
63,test,55,13,3,0,3,True
64,test,19,5,3,0,3,True
65,test,15,5,2,0,2,True
66,cal,18,6,3,0,3,True
67,tune,17,5,3,1,2,True
68,test,14,4,1,0,1,True
69,test,11,3,0,0,0,False
70,cal,11,3,0,0,0,False
71,cal,12,3,1,0,1,True
72,test,12,4,0,0,0,False
73,test,20,8,1,0,1,True
74,test,25,4,0,0,0,False
75,cal,14,2,0,0,0,False
76,test,11,2,0,0,0,False
77,cal,20,15,2,0,2,True
78,cal,14,5,2,2,0,False
79,cal,16,8,4,0,4,True
80,cal,16,12,10,1,9,True
81,cal,17,5,4,0,4,True
82,cal,23,10,1,0,1,True
83,test,15,4,1,0,1,True
84,cal,14,2,0,0,0,False
85,cal,32,22,13,1,12,True
86,tune,18,6,1,0,1,True
87,cal,16,5,1,0,1,True
88,test,21,5,1,0,1,True
89,cal,20,6,2,0,2,True
90,cal,9,2,0,0,0,False
91,tune,11,7,4,1,3,True
92,cal,10,4,1,0,1,True
93,test,14,4,1,0,1,True
94,test,15,4,0,0,0,False
95,test,14,7,5,1,4,True
96,cal,16,10,8,3,5,True
97,cal,4,4,1,0,1,True
98,cal,7,1,0,0,0,False
99,cal,13,6,1,0,1,True
100,test,15,10,4,1,3,True
101,cal,19,11,7,2,5,True
102,cal,3,1,0,0,0,False
103,cal,15,9,0,0,0,False
104,test,7,4,0,0,0,False
105,cal,19,4,2,2,0,False
106,cal,17,12,4,0,4,True
107,cal,18,14,9,1,8,True
108,cal,27,7,1,0,1,True
109,test,9,4,3,0,3,True
110,test,10,4,2,0,2,True
111,cal,19,5,1,0,1,True
112,cal,18,3,2,2,0,False
113,cal,16,2,0,0,0,False
114,cal,22,3,0,0,0,False
115,test,18,3,1,1,0,False
116,test,44,10,4,0,4,True
117,cal,8,1,1,1,0,False
118,cal,53,8,2,2,0,False
119,cal,24,3,0,0,0,False
120,test,15,4,0,0,0,False
121,cal,16,2,0,0,0,False
122,test,72,14,9,7,2,True
123,test,37,5,1,1,0,False
124,cal,27,15,8,2,6,True
125,test,18,4,1,0,1,True
126,test,40,7,4,3,1,True
127,tune,16,4,0,0,0,False
128,cal,17,3,0,0,0,False
129,test,16,2,0,0,0,False
130,cal,32,4,2,0,2,True
131,cal,17,3,1,0,1,True
132,cal,25,6,2,1,1,True
133,tune,115,28,11,0,11,True
134,test,30,6,1,1,0,False
135,cal,9,2,0,0,0,False
136,test,12,2,0,0,0,False
137,cal,31,9,5,1,4,True
138,test,32,4,0,0,0,False
139,cal,13,4,0,0,0,False
140,cal,34,8,3,2,1,True
141,cal,32,7,4,1,3,True
142,cal,27,4,2,0,2,True
143,cal,40,12,3,0,3,True
144,cal,12,4,4,2,2,True
145,test,29,6,0,0,0,False
146,cal,23,3,1,1,0,False
147,cal,12,4,0,0,0,False
148,test,48,8,3,2,1,True
149,test,18,6,4,0,4,True
150,test,15,6,1,1,0,False
151,test,43,7,4,4,0,False
152,tune,20,5,2,0,2,True
153,cal,17,3,1,0,1,True
154,test,13,3,1,0,1,True
155,tune,30,4,1,0,1,True
156,test,25,4,2,1,1,True
157,test,16,2,0,0,0,False
158,test,17,3,1,1,0,False
159,cal,52,11,4,0,4,True
160,cal,21,5,0,0,0,False
161,tune,32,6,0,0,0,False
162,cal,44,6,0,0,0,False
163,test,13,2,1,1,0,False
164,test,17,3,1,0,1,True
165,cal,41,8,1,0,1,True
166,test,17,3,1,0,1,True
167,tune,28,6,2,0,2,True
168,cal,33,5,3,0,3,True
169,test,26,4,2,0,2,True
170,cal,39,7,2,2,0,False
171,cal,13,4,0,0,0,False
172,test,16,2,0,0,0,False
173,test,16,3,1,0,1,True
174,cal,20,5,2,0,2,True
175,tune,24,3,0,0,0,False
176,test,53,8,2,1,1,True
177,tune,16,2,0,0,0,False
178,cal,25,11,2,0,2,True
179,test,16,3,0,0,0,False
180,cal,23,5,0,0,0,False
181,tune,16,2,0,0,0,False
182,test,21,7,1,0,1,True
183,tune,32,5,0,0,0,False
184,cal,24,3,0,0,0,False
185,test,13,2,0,0,0,False
186,cal,15,3,0,0,0,False
187,test,17,3,0,0,0,False
188,cal,29,7,3,1,2,True
189,cal,35,6,3,0,3,True
190,test,22,6,3,1,2,True
191,test,31,8,2,2,0,False
192,test,33,5,0,0,0,False
193,test,21,4,0,0,0,False
194,test,53,7,0,0,0,False
195,cal,11,3,1,0,1,True
196,test,18,3,0,0,0,False
197,cal,19,7,1,0,1,True
198,cal,17,3,1,0,1,True
199,cal,30,5,1,0,1,True
200,cal,11,2,1,1,0,False
201,cal,37,5,0,0,0,False
202,cal,23,3,0,0,0,False
203,test,11,3,0,0,0,False
204,test,18,5,0,0,0,False
205,test,34,5,0,0,0,False
206,tune,42,9,3,0,3,True
207,test,25,10,1,0,1,True
208,test,29,5,0,0,0,False
209,tune,33,5,2,1,1,True
210,cal,25,5,1,0,1,True
211,cal,42,10,3,1,2,True
212,cal,16,3,1,1,0,False
213,test,32,6,0,0,0,False
214,cal,69,16,5,3,2,True
215,test,24,5,0,0,0,False
216,cal,48,8,6,1,5,True
217,test,85,43,8,1,7,True
218,cal,52,9,4,3,1,True
219,cal,29,5,2,0,2,True
220,cal,8,1,0,0,0,False
221,test,38,22,12,0,12,True
222,cal,24,11,2,0,2,True
223,cal,32,6,2,1,1,True
224,cal,37,15,6,0,6,True
225,cal,42,8,0,0,0,False
226,cal,24,3,0,0,0,False
227,test,23,4,1,1,0,False
228,cal,40,5,4,4,0,False
229,test,58,12,3,2,1,True
230,cal,41,17,5,2,3,True
231,test,80,12,10,10,0,False
232,cal,39,9,1,0,1,True
233,cal,16,3,0,0,0,False
234,tune,42,6,1,1,0,False
235,test,27,5,1,0,1,True
236,cal,23,6,2,1,1,True
237,test,24,3,0,0,0,False
238,test,53,8,1,0,1,True
239,cal,10,3,2,0,2,True
240,cal,37,6,3,0,3,True
241,cal,26,6,3,0,3,True
242,test,26,5,4,1,4,True
243,cal,39,8,2,0,2,True
244,tune,26,5,1,0,1,True
245,cal,23,12,10,0,10,True
246,cal,18,4,1,0,1,True
247,cal,24,4,1,0,1,True
248,cal,25,4,0,0,0,False
249,test,24,9,3,1,3,True
250,tune,72,29,13,0,13,True
251,test,36,8,5,0,5,True
252,cal,10,3,0,0,0,False
253,cal,31,11,4,0,4,True
254,cal,8,1,0,0,0,False
255,cal,39,5,2,0,2,True
256,cal,47,14,3,0,3,True
257,cal,57,14,2,0,2,True
258,cal,25,4,0,0,0,False
259,cal,25,5,2,0,2,True
260,test,37,15,6,0,6,True
261,test,11,3,0,0,0,False
262,test,38,8,2,0,2,True
263,test,23,4,0,0,0,False
264,cal,34,9,6,0,6,True
265,tune,27,9,4,0,4,True
266,tune,57,10,3,0,3,True
267,cal,16,2,0,0,0,False
268,cal,26,4,0,0,0,False
269,test,22,3,1,0,1,True
270,cal,16,2,0,0,0,False
271,test,18,4,0,0,0,False
272,cal,49,13,3,0,3,True
273,test,28,4,0,0,0,False
274,test,68,14,7,0,7,True
275,cal,33,7,2,0,2,True
276,test,32,4,2,0,2,True
277,test,35,6,1,0,1,True
278,tune,50,18,10,0,10,True
279,test,11,3,1,0,1,True
280,tune,32,8,5,0,5,True
281,cal,34,14,2,0,2,True
282,test,32,4,1,0,1,True
283,cal,25,4,0,0,0,False
284,cal,8,1,0,0,0,False
285,cal,55,29,17,0,17,True
286,test,9,2,0,0,0,False
287,test,41,9,2,0,2,True
288,cal,35,17,5,0,5,True
289,test,18,3,0,0,0,False
290,cal,18,3,0,0,0,False
291,test,18,5,4,0,4,True
292,cal,14,6,1,0,1,True
293,cal,20,6,1,0,1,True
294,test,24,18,2,0,2,True
295,cal,27,14,4,0,4,True
296,test,40,10,4,0,4,True
297,tune,25,8,5,0,5,True
