risk_model,K,alpha0,retain_fraction,release_size_candidate_level,nonempty_folds,fold_count,min_test_retained_n_across_folds,safe_folds_t1,observed_FTR_t1,observed_flip_rate_retained,mean_FTR_t0_by_design,beta_UCB_max_across_calibration_folds,beta_UCB_mean_across_calibration_folds,alpha0_plus_beta_UCB,budget_pass_pre_eval,seed_level_gate_available,primary_success_candidate_level,primary_success_full_certificate,paper_role,evidence_scope,self_consistency_release_size,self_consistency_min_evalue,self_consistency_required_evalue,aggregate_passes_self_consistency,aggregate_self_consistency_failed_candidates,claim_after_self_consistency,pre_eval_selection_eligible,certificate_level_success_after_hardening,hardened_paper_role
candidate_margin_only,300,0.01,0.3,74,3,5,0,0,0.2297297297297297,0.2297297297297297,0.0,0.3779638698231735,0.3389395121249844,0.3879638698231735,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,74,15.262653700560776,405.4054054054054,False,74,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.025,0.3,74,3,5,0,0,0.2297297297297297,0.2297297297297297,0.0,0.3779638698231735,0.3389395121249844,0.4029638698231735,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,74,15.262653700560776,162.16216216216216,False,61,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.05,0.3,74,3,5,0,0,0.2297297297297297,0.2297297297297297,0.0,0.3779638698231735,0.3389395121249844,0.4279638698231734,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,74,15.262653700560776,81.08108108108108,False,61,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.075,0.3,74,3,5,0,0,0.2297297297297297,0.2297297297297297,0.0,0.3779638698231735,0.3389395121249844,0.4529638698231735,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,74,15.262653700560776,54.054054054054056,False,48,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.01,0.4,96,5,5,2,0,0.2083333333333333,0.2083333333333333,0.0,0.3493998645422746,0.3225225163767312,0.3593998645422746,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,96,15.262653700560776,312.5,False,96,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.025,0.4,96,5,5,2,0,0.2083333333333333,0.2083333333333333,0.0,0.3493998645422746,0.3225225163767312,0.3743998645422746,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,96,15.262653700560776,124.99999999999999,False,77,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.05,0.4,96,5,5,2,0,0.2083333333333333,0.2083333333333333,0.0,0.3493998645422746,0.3225225163767312,0.3993998645422746,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,96,15.262653700560776,62.49999999999999,False,57,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.075,0.4,96,5,5,2,0,0.2083333333333333,0.2083333333333333,0.0,0.3493998645422746,0.3225225163767312,0.4243998645422746,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,96,15.262653700560776,41.66666666666667,False,53,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.01,0.5,118,5,5,11,0,0.211864406779661,0.211864406779661,0.0,0.3215456485682769,0.2976413478474771,0.3315456485682769,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,118,14.421678661637175,254.23728813559325,False,118,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.025,0.5,118,5,5,11,0,0.211864406779661,0.211864406779661,0.0,0.3215456485682769,0.2976413478474771,0.3465456485682769,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,118,14.421678661637175,101.69491525423729,False,93,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.05,0.5,118,5,5,11,0,0.211864406779661,0.211864406779661,0.0,0.3215456485682769,0.2976413478474771,0.3715456485682769,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,118,14.421678661637175,50.847457627118644,False,70,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.075,0.5,118,5,5,11,0,0.211864406779661,0.211864406779661,0.0,0.3215456485682769,0.2976413478474771,0.3965456485682769,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,118,14.421678661637175,33.898305084745765,False,50,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.01,0.6,146,5,5,21,0,0.1917808219178082,0.1917808219178082,0.0,0.2871061078261021,0.2688855440584745,0.2971061078261021,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,146,14.421678661637175,205.47945205479454,False,146,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.025,0.6,146,5,5,21,0,0.1917808219178082,0.1917808219178082,0.0,0.2871061078261021,0.2688855440584745,0.3121061078261021,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,146,14.421678661637175,82.1917808219178,False,98,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.05,0.6,146,5,5,21,0,0.1917808219178082,0.1917808219178082,0.0,0.2871061078261021,0.2688855440584745,0.3371061078261021,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,146,14.421678661637175,41.0958904109589,False,71,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.075,0.6,146,5,5,21,0,0.1917808219178082,0.1917808219178082,0.0,0.2871061078261021,0.2688855440584745,0.3621061078261021,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,146,14.421678661637175,27.397260273972606,False,46,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.01,0.7,184,5,5,28,0,0.2282608695652173,0.2282608695652173,0.0,0.2913678478456201,0.2706459569027852,0.3013678478456201,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,184,14.421678661637175,163.04347826086956,False,104,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.025,0.7,184,5,5,28,0,0.2282608695652173,0.2282608695652173,0.0,0.2913678478456201,0.2706459569027852,0.3163678478456201,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,184,14.421678661637175,65.21739130434781,False,98,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.05,0.7,184,5,5,28,0,0.2282608695652173,0.2282608695652173,0.0,0.2913678478456201,0.2706459569027852,0.3413678478456201,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,184,14.421678661637175,32.60869565217391,False,55,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.075,0.7,184,5,5,28,0,0.2282608695652173,0.2282608695652173,0.0,0.2913678478456201,0.2706459569027852,0.3663678478456201,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,184,14.421678661637175,21.73913043478261,False,39,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.01,0.8,202,5,5,30,0,0.2376237623762376,0.2376237623762376,0.0,0.3165825909972114,0.2958487050970775,0.3265825909972114,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,202,14.421678661637175,148.5148514851485,False,104,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.025,0.8,202,5,5,30,0,0.2376237623762376,0.2376237623762376,0.0,0.3165825909972114,0.2958487050970775,0.3415825909972114,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,202,14.421678661637175,59.405940594059395,False,77,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.05,0.8,202,5,5,30,0,0.2376237623762376,0.2376237623762376,0.0,0.3165825909972114,0.2958487050970775,0.3665825909972114,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,202,14.421678661637175,29.702970297029697,False,46,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.075,0.8,202,5,5,30,0,0.2376237623762376,0.2376237623762376,0.0,0.3165825909972114,0.2958487050970775,0.3915825909972114,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,202,14.421678661637175,19.801980198019805,False,37,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
candidate_margin_only,300,0.01,1.0,248,5,5,47,0,0.2258064516129032,0.2258064516129032,0.0,0.3111338637711928,0.287845997883363,0.3211338637711928,False,False,False,False,risk_triage_or_boundary_diagnostic,PARC_D_hardening;phase69_candidate_level_durability_budget_audit;self_consistency_postfilter_checked;t0_public_label_release_card_features_not_label_free;not_full_current_MP_alpha_certificate;not_DFT_evidence;not_prospective_materials_discovery,248,14.421678661637175,120.96774193548387,False,105,risk_triage_subset_not_alpha_certificate,False,False,risk_triage_or_boundary_diagnostic
