dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path
OVT-B,1327,ovtb_v1327_p011765,sphygmomanometer,864,0.8663057908415794,0.8663057908415794,0.8663057908415794,8,0.875,9694,0.08186984710343255,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1327_p011765.jpg
OVT-B,913,ovtb_v913_p008703,sphygmomanometer,864,0.853353962302208,0.853353962302208,0.853353962302208,8,0.875,7043,0.23114425067119837,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,44,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v913_p008703.jpg
OVT-B,458,ovtb_v458_p005348,sphygmomanometer,864,0.43738849088549614,0.43738849088549614,0.43738849088549614,8,0.875,4063,0.9611028911878291,0.25,True,cat:864,unknown,sphygmomanometer,unknown,global,0,39,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v458_p005348.jpg
OVT-B,1755,ovtb_v1755_p014631,sphygmomanometer,864,0.3587809443473816,0.3587809443473816,0.3587809443473816,5,0.8,12155,0.47754049697674383,0.0,True,cat:864,unknown,sphygmomanometer,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1755_p014631.jpg
OVT-B,1755,ovtb_v1755_p014632,sphygmomanometer,864,0.34537697831789654,0.34537697831789654,0.34537697831789654,6,0.8333333333333334,12155,0.5703013465687395,0.16666666666666666,True,cat:864,unknown,sphygmomanometer,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1755_p014632.jpg
OVT-B,682,ovtb_v682_p007016,golf club,419,0.8289825618267059,0.8289825618267059,0.8289825618267059,2,0.5,5597,0.45904145567837157,0.0,True,cat:419,unknown,golf club,unknown,global,2,3,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v682_p007016.jpg
OVT-B,1704,ovtb_v1704_p014282,golf club,419,0.324224313100179,0.324224313100179,0.324224313100179,3,0.6666666666666666,11869,0.49636071832071227,0.0,True,cat:419,unknown,golf club,unknown,global,2,6,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1704_p014282.jpg
OVT-B,1044,ovtb_v1044_p009704,spectacles,862,0.820000983774662,0.820000983774662,0.820000983774662,8,0.875,7926,0.8329530295767208,0.125,True,cat:862,unknown,spectacles,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1044_p009704.jpg
OVT-B,40,ovtb_v40_p002411,bee,73,0.8191028833389282,0.8191028833389282,0.8191028833389282,4,0.75,1561,0.48165412053712825,0.0,True,cat:73,unknown,bee,unknown,global,35,176,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v40_p002411.jpg
OVT-B,40,ovtb_v40_p002405,bee,73,0.817955732345581,0.817955732345581,0.817955732345581,3,0.6666666666666666,1543,0.397148083178751,0.0,True,cat:73,unknown,bee,unknown,global,0,211,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v40_p002405.jpg
OVT-B,40,ovtb_v40_p002432,bee,73,0.6875032633543015,0.6875032633543015,0.6875032633543015,2,0.5,1640,0.24269905264976882,0.0,True,cat:73,unknown,bee,unknown,global,176,246,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v40_p002432.jpg
OVT-B,37,ovtb_v37_p002226,bee,73,0.5050583481788635,0.5050583481788635,0.5050583481788635,8,0.875,1430,0.012862799904323232,0.0,True,cat:73,unknown,bee,unknown,global,0,109,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v37_p002226.jpg
OVT-B,1804,ovtb_v1804_p014938,meatball,580,0.8151334822177887,0.8151334822177887,0.8151334822177887,8,0.875,12466,0.08648808209625503,0.0,True,cat:580,unknown,meatball,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1804_p014938.jpg
OVT-B,1268,ovtb_v1268_p011362,meatball,580,0.40496625006198883,0.40496625006198883,0.40496625006198883,8,0.875,9353,0.028612461780864757,0.0,True,cat:580,unknown,meatball,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1268_p011362.jpg
OVT-B,1359,ovtb_v1359_p011955,meatball,580,0.32895298798878986,0.32895298798878986,0.32895298798878986,3,0.6666666666666666,,0.0,0.0,True,cat:580,unknown,meatball,unknown,global,2,10,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1359_p011955.jpg
OVT-B,259,ovtb_v259_p003990,passenger ship,654,0.8147140542666117,0.8147140542666117,0.8147140542666117,3,0.6666666666666666,,0.0,0.0,True,cat:654,unknown,passenger ship,unknown,global,14,19,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v259_p003990.jpg
OVT-B,285,ovtb_v285_p004165,person,669,0.7897681817412376,0.7897681817412376,0.7897681817412376,8,0.875,3035,0.9470238498840566,0.25,True,cat:669,unknown,person,unknown,global,0,23,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v285_p004165.jpg
OVT-B,1535,ovtb_v1535_p013102,person,669,0.781204104423523,0.781204104423523,0.781204104423523,8,0.875,10882,0.2608478258657939,0.0,True,cat:669,unknown,person,unknown,global,0,11,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1535_p013102.jpg
OVT-B,968,ovtb_v968_p009127,person,669,0.7779199838638305,0.7779199838638305,0.7779199838638305,5,0.8,7404,0.3136314725520151,0.0,True,cat:669,unknown,person,unknown,global,2,10,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v968_p009127.jpg
OVT-B,538,ovtb_v538_p005896,person,669,0.7742863059043884,0.7742863059043884,0.7742863059043884,5,0.8,4592,0.4338038509042615,0.0,True,cat:669,unknown,person,unknown,global,0,24,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v538_p005896.jpg
OVT-B,910,ovtb_v910_p008681,person,669,0.7722977325320244,0.7722977325320244,0.7722977325320244,8,0.875,7015,0.2986406042454922,0.0,True,cat:669,unknown,person,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v910_p008681.jpg
OVT-B,1693,ovtb_v1693_p014158,person,669,0.7682830095291138,0.7682830095291138,0.7682830095291138,2,0.5,11790,0.01214660178748982,0.0,True,cat:669,unknown,person,unknown,global,3,20,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1693_p014158.jpg
OVT-B,1928,ovtb_v1928_p015987,person,669,0.7673055529594421,0.7673055529594421,0.7673055529594421,8,0.875,13316,0.15024881212138122,0.0,True,cat:669,unknown,person,unknown,global,0,89,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1928_p015987.jpg
OVT-B,130,ovtb_v130_p003147,person,669,0.7666669860482216,0.7666669860482216,0.7666669860482216,8,0.875,2081,0.3809854879023505,0.0,True,cat:669,unknown,person,unknown,global,0,24,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v130_p003147.jpg
OVT-B,1018,ovtb_v1018_p009489,person,669,0.7657606899738312,0.7657606899738312,0.7657606899738312,2,0.5,7747,0.0008567953178308137,0.0,True,cat:669,unknown,person,unknown,global,12,14,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1018_p009489.jpg
OVT-B,968,ovtb_v968_p009125,person,669,0.7615216970443726,0.7615216970443726,0.7615216970443726,8,0.875,7404,0.9876713498002336,0.25,True,cat:669,unknown,person,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v968_p009125.jpg
OVT-B,1818,ovtb_v1818_p015029,person,669,0.7572501450777054,0.7572501450777054,0.7572501450777054,8,0.875,12551,0.28746589309535164,0.0,True,cat:669,unknown,person,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1818_p015029.jpg
OVT-B,1768,ovtb_v1768_p014705,person,669,0.7472259178757668,0.7472259178757668,0.7472259178757668,8,0.875,12233,0.9813967664283368,0.25,True,cat:669,unknown,person,unknown,global,0,24,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1768_p014705.jpg
OVT-B,366,ovtb_v366_p004720,person,669,0.7413031607866287,0.7413031607866287,0.7413031607866287,8,0.875,3548,0.3292351581904714,0.0,True,cat:669,unknown,person,unknown,global,0,23,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v366_p004720.jpg
OVT-B,1018,ovtb_v1018_p009445,person,669,0.738793820142746,0.738793820142746,0.738793820142746,2,0.5,,0.0,0.0,True,cat:669,unknown,person,unknown,global,2,8,,/home/waas/paper_experiments/outputs/phase2_full/audit_viewer/montages/ovtb_v1018_p009445.jpg
