video_id,path_id,node_index,image_id,frame_index,image_path,bbox_x,bbox_y,bbox_w,bbox_h,score,mask_type,mask_payload
90,ovtb_v90_p000173,0,1232,6,<PARC_ROOT>/data/TAO/val/HACS/Kayaking_v__A-EdoCW8dA_scene_0_967-2279/frame0145.jpg,872.8672485351562,298.8435363769531,67.7003173828125,56.72723388671875,0.8648905754089355,rectangle_mask_from_box,"872.8672485351562,298.8435363769531,67.7003173828125,56.72723388671875"
90,ovtb_v90_p000174,0,1237,11,<PARC_ROOT>/data/TAO/val/HACS/Kayaking_v__A-EdoCW8dA_scene_0_967-2279/frame0265.jpg,609.6785278320312,116.87762451171876,77.6202392578125,50.39157104492188,0.8613986968994141,rectangle_mask_from_box,"609.6785278320312,116.87762451171876,77.6202392578125,50.39157104492188"
90,ovtb_v90_p000175,0,1243,17,<PARC_ROOT>/data/TAO/val/HACS/Kayaking_v__A-EdoCW8dA_scene_0_967-2279/frame0409.jpg,665.59716796875,509.0892333984375,129.099365234375,49.9722900390625,0.8796601295471191,rectangle_mask_from_box,"665.59716796875,509.0892333984375,129.099365234375,49.9722900390625"
90,ovtb_v90_p000176,0,1248,22,<PARC_ROOT>/data/TAO/val/HACS/Kayaking_v__A-EdoCW8dA_scene_0_967-2279/frame0529.jpg,387.0740661621094,201.447021484375,50.0919189453125,23.02670288085937,0.8529308438301086,rectangle_mask_from_box,"387.0740661621094,201.447021484375,50.0919189453125,23.02670288085937"
90,ovtb_v90_p000199,0,1232,6,<PARC_ROOT>/data/TAO/val/HACS/Kayaking_v__A-EdoCW8dA_scene_0_967-2279/frame0145.jpg,877.873046875,252.2852325439453,67.0162353515625,69.74754333496094,0.8779791593551636,rectangle_mask_from_box,"877.873046875,252.2852325439453,67.0162353515625,69.74754333496094"
90,ovtb_v90_p000207,0,1259,33,<PARC_ROOT>/data/TAO/val/HACS/Kayaking_v__A-EdoCW8dA_scene_0_967-2279/frame0793.jpg,272.83953857421875,213.4860382080078,73.35443115234375,62.10743713378906,0.8639369010925293,rectangle_mask_from_box,"272.83953857421875,213.4860382080078,73.35443115234375,62.10743713378906"
162,ovtb_v162_p000480,0,2156,0,<PARC_ROOT>/data/TAO/val/HACS/Playing_field_hockey_v_d0IYl11Wq7c_scene_0_21-2002/frame0001.jpg,585.3207397460938,225.11422729492188,157.3978271484375,183.5673828125,0.8963847756385803,rectangle_mask_from_box,"585.3207397460938,225.11422729492188,157.3978271484375,183.5673828125"
162,ovtb_v162_p000481,0,2159,3,<PARC_ROOT>/data/TAO/val/HACS/Playing_field_hockey_v_d0IYl11Wq7c_scene_0_21-2002/frame0091.jpg,899.639404296875,201.4762115478516,124.133544921875,286.5709686279297,0.8761768937110901,rectangle_mask_from_box,"899.639404296875,201.4762115478516,124.133544921875,286.5709686279297"
162,ovtb_v162_p000482,0,2162,6,<PARC_ROOT>/data/TAO/val/HACS/Playing_field_hockey_v_d0IYl11Wq7c_scene_0_21-2002/frame0181.jpg,383.4834289550781,103.82000732421876,126.0025634765625,276.46881103515625,0.8626813292503357,rectangle_mask_from_box,"383.4834289550781,103.82000732421876,126.0025634765625,276.46881103515625"
162,ovtb_v162_p000482,1,2165,9,<PARC_ROOT>/data/TAO/val/HACS/Playing_field_hockey_v_d0IYl11Wq7c_scene_0_21-2002/frame0271.jpg,451.7926635742188,118.8057632446289,124.528564453125,218.66121673583984,0.9075762033462524,rectangle_mask_from_box,"451.7926635742188,118.8057632446289,124.528564453125,218.66121673583984"
