method,alpha1,candidate_budget_M,released_mean,released_std,utr_mean,conservative_ftr_mean,margin_mean,nonempty_rate
confidence_threshold,0.05,75,75.0,0.0,0.0,0.9555555555555556,,1.0
confidence_threshold,0.05,100,100.0,0.0,0.01,0.9566666666666667,,1.0
confidence_threshold,0.05,125,125.0,0.0,0.016,0.9626666666666667,,1.0
confidence_threshold,0.05,150,150.0,0.0,0.02666666666666667,0.9666666666666667,,1.0
confidence_threshold,0.05,175,175.0,0.0,0.03428571428571429,0.9676190476190477,,1.0
confidence_threshold,0.05,200,200.0,0.0,0.035,0.9716666666666667,,1.0
confidence_threshold,0.05,250,250.0,0.0,0.044000000000000004,0.9746666666666667,,1.0
confidence_threshold,0.1,75,75.0,0.0,0.0,0.9555555555555556,,1.0
confidence_threshold,0.1,100,100.0,0.0,0.01,0.9566666666666667,,1.0
confidence_threshold,0.1,125,125.0,0.0,0.016,0.9626666666666667,,1.0
confidence_threshold,0.1,150,150.0,0.0,0.02666666666666667,0.9666666666666667,,1.0
confidence_threshold,0.1,175,175.0,0.0,0.03428571428571429,0.9676190476190477,,1.0
confidence_threshold,0.1,200,200.0,0.0,0.035,0.9716666666666667,,1.0
confidence_threshold,0.1,250,250.0,0.0,0.044000000000000004,0.9746666666666667,,1.0
confidence_threshold,0.2,75,75.0,0.0,0.0,0.9555555555555556,,1.0
confidence_threshold,0.2,100,100.0,0.0,0.01,0.9566666666666667,,1.0
confidence_threshold,0.2,125,125.0,0.0,0.016,0.9626666666666667,,1.0
confidence_threshold,0.2,150,150.0,0.0,0.02666666666666667,0.9666666666666667,,1.0
confidence_threshold,0.2,175,175.0,0.0,0.03428571428571429,0.9676190476190477,,1.0
confidence_threshold,0.2,200,200.0,0.0,0.035,0.9716666666666667,,1.0
confidence_threshold,0.2,250,250.0,0.0,0.044000000000000004,0.9746666666666667,,1.0
greedy_score_no_risk,0.05,75,75.0,0.0,0.0,0.9555555555555556,,1.0
greedy_score_no_risk,0.05,100,100.0,0.0,0.01,0.9566666666666667,,1.0
greedy_score_no_risk,0.05,125,125.0,0.0,0.016,0.9626666666666667,,1.0
greedy_score_no_risk,0.05,150,150.0,0.0,0.02666666666666667,0.9666666666666667,,1.0
greedy_score_no_risk,0.05,175,175.0,0.0,0.03428571428571429,0.9676190476190477,,1.0
greedy_score_no_risk,0.05,200,200.0,0.0,0.035,0.9716666666666667,,1.0
greedy_score_no_risk,0.05,250,250.0,0.0,0.044000000000000004,0.9746666666666667,,1.0
greedy_score_no_risk,0.1,75,75.0,0.0,0.0,0.9555555555555556,,1.0
greedy_score_no_risk,0.1,100,100.0,0.0,0.01,0.9566666666666667,,1.0
greedy_score_no_risk,0.1,125,125.0,0.0,0.016,0.9626666666666667,,1.0
greedy_score_no_risk,0.1,150,150.0,0.0,0.02666666666666667,0.9666666666666667,,1.0
greedy_score_no_risk,0.1,175,175.0,0.0,0.03428571428571429,0.9676190476190477,,1.0
greedy_score_no_risk,0.1,200,200.0,0.0,0.035,0.9716666666666667,,1.0
greedy_score_no_risk,0.1,250,250.0,0.0,0.044000000000000004,0.9746666666666667,,1.0
greedy_score_no_risk,0.2,75,75.0,0.0,0.0,0.9555555555555556,,1.0
greedy_score_no_risk,0.2,100,100.0,0.0,0.01,0.9566666666666667,,1.0
greedy_score_no_risk,0.2,125,125.0,0.0,0.016,0.9626666666666667,,1.0
greedy_score_no_risk,0.2,150,150.0,0.0,0.02666666666666667,0.9666666666666667,,1.0
greedy_score_no_risk,0.2,175,175.0,0.0,0.03428571428571429,0.9676190476190477,,1.0
greedy_score_no_risk,0.2,200,200.0,0.0,0.035,0.9716666666666667,,1.0
greedy_score_no_risk,0.2,250,250.0,0.0,0.044000000000000004,0.9746666666666667,,1.0
null_superset_no_audit,0.05,75,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.05,100,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.05,125,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.05,150,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.05,175,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.05,200,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.05,250,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.1,75,75.0,0.0,0.0,0.0,0.593119874381354,1.0
null_superset_no_audit,0.1,100,21.666666666666668,18.823743871327334,0.0,0.0,3.379017408333249,0.6666666666666666
null_superset_no_audit,0.1,125,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.1,150,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.1,175,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.1,200,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.1,250,0.0,0.0,0.0,,,0.0
null_superset_no_audit,0.2,75,75.0,0.0,0.0,0.0,5.593119874381354,1.0
null_superset_no_audit,0.2,100,100.0,0.0,0.01,0.0033333333333333335,3.3588827719052907,1.0
null_superset_no_audit,0.2,125,125.0,0.0,0.016,0.008,1.6807469486245328,1.0
null_superset_no_audit,0.2,150,140.33333333333334,14.224392195567917,0.02513715163484743,0.017959183673469332,0.3803238148661056,1.0
