feature_set,risk_bin,n,predicted_mean,observed_flip_rate,absolute_calibration_error,chemical_system_count,evidence_scope,weighted_absolute_calibration_error
headline_pruned_margin_distribution_plus_size_activity,0,45,2.432602359298854e-06,0.0,2.432602359298854e-06,2,completed_durability_risk_headline_hardening;phase67c_review_hardening;features_t0_only;group_cv_by_chemical_system;chemical_system_bootstrap_CI;calibration_and_base_rate_controls;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery,2.482247305406994e-07
headline_pruned_margin_distribution_plus_size_activity,1,44,0.013574943605169918,0.0,0.013574943605169918,8,completed_durability_risk_headline_hardening;phase67c_review_hardening;features_t0_only;group_cv_by_chemical_system;chemical_system_bootstrap_CI;calibration_and_base_rate_controls;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery,0.001354416142012418
headline_pruned_margin_distribution_plus_size_activity,2,44,0.08229666249110547,0.0,0.08229666249110547,10,completed_durability_risk_headline_hardening;phase67c_review_hardening;features_t0_only;group_cv_by_chemical_system;chemical_system_bootstrap_CI;calibration_and_base_rate_controls;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery,0.00821100487439601
headline_pruned_margin_distribution_plus_size_activity,3,44,0.18223636870448623,0.13636363636363635,0.045872732340849875,13,completed_durability_risk_headline_hardening;phase67c_review_hardening;features_t0_only;group_cv_by_chemical_system;chemical_system_bootstrap_CI;calibration_and_base_rate_controls;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery,0.004576871253962346
headline_pruned_margin_distribution_plus_size_activity,4,44,0.2877874023626593,0.0,0.2877874023626593,12,completed_durability_risk_headline_hardening;phase67c_review_hardening;features_t0_only;group_cv_by_chemical_system;chemical_system_bootstrap_CI;calibration_and_base_rate_controls;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery,0.02871348232189798
headline_pruned_margin_distribution_plus_size_activity,5,44,0.4551198884294132,0.22727272727272727,0.22784716115668593,17,completed_durability_risk_headline_hardening;phase67c_review_hardening;features_t0_only;group_cv_by_chemical_system;chemical_system_bootstrap_CI;calibration_and_base_rate_controls;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery,0.02273305009273057
headline_pruned_margin_distribution_plus_size_activity,6,44,0.6719516509571789,0.4090909090909091,0.2628607418662698,29,completed_durability_risk_headline_hardening;phase67c_review_hardening;features_t0_only;group_cv_by_chemical_system;chemical_system_bootstrap_CI;calibration_and_base_rate_controls;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery,0.026226468576226465
headline_pruned_margin_distribution_plus_size_activity,7,44,0.7471840496792704,0.6136363636363636,0.1335476860429068,23,completed_durability_risk_headline_hardening;phase67c_review_hardening;features_t0_only;group_cv_by_chemical_system;chemical_system_bootstrap_CI;calibration_and_base_rate_controls;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery,0.013324485682285484
headline_pruned_margin_distribution_plus_size_activity,8,44,0.7813998633550931,0.5909090909090909,0.1904907724460022,26,completed_durability_risk_headline_hardening;phase67c_review_hardening;features_t0_only;group_cv_by_chemical_system;chemical_system_bootstrap_CI;calibration_and_base_rate_controls;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery,0.019005882058104526
headline_pruned_margin_distribution_plus_size_activity,9,44,0.8376362673758458,0.29545454545454547,0.5421817219213003,26,completed_durability_risk_headline_hardening;phase67c_review_hardening;features_t0_only;group_cv_by_chemical_system;chemical_system_bootstrap_CI;calibration_and_base_rate_controls;not_release_certificate;not_DFT_evidence;not_prospective_materials_discovery,0.054095228491014086
