blinded_job_id,formula,n_sites,execution_status,exit_code,elapsed_seconds,stage,final_energy_eV,final_energy_per_atom_eV,reached_required_accuracy,outcar_has_timing_footer,e_above_hull_available,stable_exact_available,claim_status,evidence_scope
DFTV2-0001,Cl8 Eu2,10,failed,1,6501.887196302414,nonspin_fixedcell_safe,-44.97438459,-4.497438459,False,False,False,False,execution_progress_only_not_stability_outcome,DFT_v2_execution_checkpoint;local_VASP_nonspin_fixedcell_safe;final_energy_only_no_reference_hull;no_e_above_hull;no_stable_exact;not_DFT_validation_evidence;not_prospective_materials_discovery
DFTV2-0002,Gd2 I2 In1,5,completed,0,9782.289469242096,nonspin_fixedcell_safe,-23.21049393,-4.642098786,True,True,False,False,execution_progress_only_not_stability_outcome,DFT_v2_execution_checkpoint;local_VASP_nonspin_fixedcell_safe;final_energy_only_no_reference_hull;no_e_above_hull;no_stable_exact;not_DFT_validation_evidence;not_prospective_materials_discovery
DFTV2-0003,Br6 Er1 K2,9,completed,0,142.82789826393127,nonspin_fixedcell_safe,-30.27277259,-3.363641398888889,True,True,False,False,execution_progress_only_not_stability_outcome,DFT_v2_execution_checkpoint;local_VASP_nonspin_fixedcell_safe;final_energy_only_no_reference_hull;no_e_above_hull;no_stable_exact;not_DFT_validation_evidence;not_prospective_materials_discovery
DFTV2-0004,Gd2 I2 Se1,5,running,,,nonspin_fixedcell_safe,-30.39633734,-6.079267467999999,False,False,False,False,execution_progress_only_not_stability_outcome,DFT_v2_execution_checkpoint;local_VASP_nonspin_fixedcell_safe;final_energy_only_no_reference_hull;no_e_above_hull;no_stable_exact;not_DFT_validation_evidence;not_prospective_materials_discovery
DFTV2-0005,Ac2 Pd6,8,completed,0,128.9197952747345,nonspin_fixedcell_safe,-45.03978881,-5.62997360125,True,True,False,False,execution_progress_only_not_stability_outcome,DFT_v2_execution_checkpoint;local_VASP_nonspin_fixedcell_safe;final_energy_only_no_reference_hull;no_e_above_hull;no_stable_exact;not_DFT_validation_evidence;not_prospective_materials_discovery
DFTV2-0006,Br6 Yb2,8,completed,0,287.4120738506317,nonspin_fixedcell_safe,-24.67669638,-3.0845870475,True,True,False,False,execution_progress_only_not_stability_outcome,DFT_v2_execution_checkpoint;local_VASP_nonspin_fixedcell_safe;final_energy_only_no_reference_hull;no_e_above_hull;no_stable_exact;not_DFT_validation_evidence;not_prospective_materials_discovery
DFTV2-0007,Cs1 Pa1 Se2,4,completed,0,82.88142776489258,nonspin_fixedcell_safe,-22.22643927,-5.5566098175,True,True,False,False,execution_progress_only_not_stability_outcome,DFT_v2_execution_checkpoint;local_VASP_nonspin_fixedcell_safe;final_energy_only_no_reference_hull;no_e_above_hull;no_stable_exact;not_DFT_validation_evidence;not_prospective_materials_discovery
DFTV2-0008,Gd2 I6,8,completed,0,12539.806230545044,nonspin_fixedcell_safe,-34.72860294,-4.3410753675,True,True,False,False,execution_progress_only_not_stability_outcome,DFT_v2_execution_checkpoint;local_VASP_nonspin_fixedcell_safe;final_energy_only_no_reference_hull;no_e_above_hull;no_stable_exact;not_DFT_validation_evidence;not_prospective_materials_discovery
DFTV2-0009,Cd2 F6,8,completed,0,38.495768547058105,nonspin_fixedcell_safe,-24.38064594,-3.0475807425,True,True,False,False,execution_progress_only_not_stability_outcome,DFT_v2_execution_checkpoint;local_VASP_nonspin_fixedcell_safe;final_energy_only_no_reference_hull;no_e_above_hull;no_stable_exact;not_DFT_validation_evidence;not_prospective_materials_discovery
DFTV2-0010,Pm4 Te6,10,completed,0,90.23037362098694,nonspin_fixedcell_safe,-51.42107088,-5.142107088,True,True,False,False,execution_progress_only_not_stability_outcome,DFT_v2_execution_checkpoint;local_VASP_nonspin_fixedcell_safe;final_energy_only_no_reference_hull;no_e_above_hull;no_stable_exact;not_DFT_validation_evidence;not_prospective_materials_discovery
