blinded_job_id,candidate_id,dft_v2_arm,formula,chemical_system,K_source,raw_rank,parc_seed_count,raw_topK_seed_count,raw_topR_seed_count,raw_only_tail_seed_count,t0_label,t1_label,drift_class,t1_false_conservative,alignn_score,chgnet_mace_consensus_label,cif_path,cif_sha256,structure_sha256,n_sites,selection_freeze_status,failure_policy,evidence_scope
DFTV2-0001,wbm-1-10394,raw_only_extra_tail,Cl8 Eu2,Cl-Eu,500.0,22,0,12,0,12,unstable_or_unresolved,True,unstable_to_stable,False,0.8206589999999998,consensus_score_supported,cifs/DFTV2-0001.cif,a3eba4d5340b76ba3791a0585c5ef3a10b13720772a4d34c5d3d5e76bd2b81ea,a3eba4d5340b76ba3791a0585c5ef3a10b13720772a4d34c5d3d5e76bd2b81ea,10,frozen_pre_outcome,failed_or_missing_jobs_count_not_certified_stable_false_for_conservative_FTR,DFT_v2_blinded_recomputation_pilot_pre_outcome;frozen_WBM_queue_structures;no_DFT_outcomes;not_prospective_materials_discovery;not_t1_alpha_certificate
DFTV2-0002,wbm-3-34422,raw_only_extra_tail,Gd2 I2 In1,Gd-I-In,500.0,29,0,11,0,11,stable,True,stable_to_stable,False,0.843686,consensus_score_supported,cifs/DFTV2-0002.cif,e16223c2d4d5a2b667147c56949450c57389168753e1167d07b65a9583393ce8,e16223c2d4d5a2b667147c56949450c57389168753e1167d07b65a9583393ce8,5,frozen_pre_outcome,failed_or_missing_jobs_count_not_certified_stable_false_for_conservative_FTR,DFT_v2_blinded_recomputation_pilot_pre_outcome;frozen_WBM_queue_structures;no_DFT_outcomes;not_prospective_materials_discovery;not_t1_alpha_certificate
DFTV2-0003,wbm-4-17281,public_sanity_stable,Br6 Er1 K2,,,,0,0,0,0,stable,,public_sanity_control,False,1.5577260000000002,,cifs/DFTV2-0003.cif,49290450ce03ebbd432c7e8f07da9c7fad4ab1251dee6cb376b4ad7b6ef615d1,49290450ce03ebbd432c7e8f07da9c7fad4ab1251dee6cb376b4ad7b6ef615d1,9,frozen_pre_outcome,failed_or_missing_jobs_count_not_certified_stable_false_for_conservative_FTR,DFT_v2_blinded_recomputation_pilot_pre_outcome;frozen_WBM_queue_structures;no_DFT_outcomes;not_prospective_materials_discovery;not_t1_alpha_certificate
DFTV2-0004,wbm-2-45206,parc_release_core,Gd2 I2 Se1,Gd-I-Se,500.0,3,6,11,6,5,stable,True,stable_to_stable,False,1.0217159999999998,consensus_score_supported,cifs/DFTV2-0004.cif,2eaf9a638d0f099d57ca3a4add179d6c7107ebcc0064d25efa67c1b1bf52b755,2eaf9a638d0f099d57ca3a4add179d6c7107ebcc0064d25efa67c1b1bf52b755,5,frozen_pre_outcome,failed_or_missing_jobs_count_not_certified_stable_false_for_conservative_FTR,DFT_v2_blinded_recomputation_pilot_pre_outcome;frozen_WBM_queue_structures;no_DFT_outcomes;not_prospective_materials_discovery;not_t1_alpha_certificate
DFTV2-0005,wbm-3-59824,public_sanity_stable,Ac2 Pd6,,,,0,0,0,0,stable,,public_sanity_control,False,0.62312,,cifs/DFTV2-0005.cif,9da0f565cd4e099675dbcd8fa576f6a7bb0c34c1d5fc7e0cd9b524a7cddeba16,9da0f565cd4e099675dbcd8fa576f6a7bb0c34c1d5fc7e0cd9b524a7cddeba16,8,frozen_pre_outcome,failed_or_missing_jobs_count_not_certified_stable_false_for_conservative_FTR,DFT_v2_blinded_recomputation_pilot_pre_outcome;frozen_WBM_queue_structures;no_DFT_outcomes;not_prospective_materials_discovery;not_t1_alpha_certificate
DFTV2-0006,wbm-3-10403,raw_only_extra_tail,Br6 Yb2,Br-Yb,500.0,39,0,11,0,11,stable,False,stable_to_unresolved,True,0.7952610000000002,not_consensus_supported,cifs/DFTV2-0006.cif,1e081cdbf0d661127fd6146c77ea7bfe1ea7190afc798f86a025b12a31cf9039,1e081cdbf0d661127fd6146c77ea7bfe1ea7190afc798f86a025b12a31cf9039,8,frozen_pre_outcome,failed_or_missing_jobs_count_not_certified_stable_false_for_conservative_FTR,DFT_v2_blinded_recomputation_pilot_pre_outcome;frozen_WBM_queue_structures;no_DFT_outcomes;not_prospective_materials_discovery;not_t1_alpha_certificate
DFTV2-0007,wbm-5-19418,raw_only_extra_tail,Cs1 Pa1 Se2,Cs-Pa-Se,500.0,24,0,11,0,11,stable,True,stable_to_stable,False,0.830101,consensus_score_supported,cifs/DFTV2-0007.cif,bc9ecd51374b6cea3e130c50cedb0f05466147764d1a0ef73e6426611218a6a7,bc9ecd51374b6cea3e130c50cedb0f05466147764d1a0ef73e6426611218a6a7,4,frozen_pre_outcome,failed_or_missing_jobs_count_not_certified_stable_false_for_conservative_FTR,DFT_v2_blinded_recomputation_pilot_pre_outcome;frozen_WBM_queue_structures;no_DFT_outcomes;not_prospective_materials_discovery;not_t1_alpha_certificate
DFTV2-0008,wbm-1-21798,parc_release_core,Gd2 I6,Gd-I,500.0,18,6,6,6,0,stable,True,stable_to_stable,False,1.86999,consensus_score_supported,cifs/DFTV2-0008.cif,25f1bca05370448d844b9347d4fd0b94a38bdb8b01b9909d1512866c75424fa1,25f1bca05370448d844b9347d4fd0b94a38bdb8b01b9909d1512866c75424fa1,8,frozen_pre_outcome,failed_or_missing_jobs_count_not_certified_stable_false_for_conservative_FTR,DFT_v2_blinded_recomputation_pilot_pre_outcome;frozen_WBM_queue_structures;no_DFT_outcomes;not_prospective_materials_discovery;not_t1_alpha_certificate
DFTV2-0009,wbm-5-6143,parc_release_boundary_t1_false,Cd2 F6,Cd-F,500.0,2,5,9,5,4,unstable_or_unresolved,False,unstable_to_unstable,True,1.005482,not_consensus_supported,cifs/DFTV2-0009.cif,1d92e3ab0c1087c6aeb2860b1f754bd9ddada844a1f60ce7581fedc4aaebbb04,1d92e3ab0c1087c6aeb2860b1f754bd9ddada844a1f60ce7581fedc4aaebbb04,8,frozen_pre_outcome,failed_or_missing_jobs_count_not_certified_stable_false_for_conservative_FTR,DFT_v2_blinded_recomputation_pilot_pre_outcome;frozen_WBM_queue_structures;no_DFT_outcomes;not_prospective_materials_discovery;not_t1_alpha_certificate
DFTV2-0010,wbm-3-74265,parc_release_core,Pm4 Te6,Pm-Te,500.0,11,10,10,10,0,stable,True,stable_to_stable,False,1.950079,consensus_score_supported,cifs/DFTV2-0010.cif,f0e87925dcb6437ac06a56a69299cde194dbdf2ff96b46f04923fcb29de8d096,f0e87925dcb6437ac06a56a69299cde194dbdf2ff96b46f04923fcb29de8d096,10,frozen_pre_outcome,failed_or_missing_jobs_count_not_certified_stable_false_for_conservative_FTR,DFT_v2_blinded_recomputation_pilot_pre_outcome;frozen_WBM_queue_structures;no_DFT_outcomes;not_prospective_materials_discovery;not_t1_alpha_certificate
