audit_id,sample_set,second_review_stratum,path_id,query,score,objectness,candidate_rank,support_semantics,primary_label,primary_verified_positive_for_calibration,second_reviewer_label,second_reviewer_verified_positive_for_calibration,corrected_second_reviewer_label,corrected_second_reviewer_verified_positive_for_calibration,correction_group,correction_priority,correction_reason,correction_status,label_agreement_after_correction,verified_agreement_after_correction
iwild-cal-000018,calibration_audit,all_calibration_not_animal,iwildcam_l90_img1499_d001_animal,animal,0.4105487465858459,0.4105487465858459,4991,image_level_animal_presence_support,not_animal,no,not_animal,no,animal,yes,candidate_not_animal_to_animal,53,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,requires_human_confirmation,False,False
iwild-cal-000020,calibration_audit,all_calibration_not_animal,iwildcam_l90_img1593_d002_animal,animal,0.4183753728866577,0.4183753728866577,4883,image_level_animal_presence_support,not_animal,no,not_animal,no,animal,yes,candidate_not_animal_to_animal,10,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,requires_human_confirmation,False,False
iwild-cal-000035,calibration_audit,all_calibration_not_animal,iwildcam_l165_img5175_d004_animal,animal,0.4176028966903686,0.4176028966903686,4891,image_level_animal_presence_support,not_animal,no,not_animal,no,animal,yes,candidate_not_animal_to_animal,15,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,requires_human_confirmation,False,False
iwild-cal-000063,calibration_audit,all_calibration_not_animal,iwildcam_l256_img4686_d001_animal,animal,0.4189763963222503,0.4189763963222503,4876,image_level_animal_presence_support,not_animal,no,not_animal,no,animal,yes,candidate_not_animal_to_animal,8,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,requires_human_confirmation,False,False
iwild-cal-000074,calibration_audit,all_calibration_not_animal,iwildcam_l336_img4539_d001_animal,animal,0.408659279346466,0.408659279346466,5019,image_level_animal_presence_support,not_animal,no,not_animal,no,animal,yes,candidate_not_animal_to_animal,64,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,requires_human_confirmation,False,False
iwild-cal-000075,calibration_audit,all_calibration_not_animal,iwildcam_l336_img4593_d001_animal,animal,0.4134545624256134,0.4134545624256134,4941,image_level_animal_presence_support,not_animal,no,not_animal,no,animal,yes,candidate_not_animal_to_animal,37,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,requires_human_confirmation,False,False
iwild-cal-000076,calibration_audit,all_calibration_not_animal,iwildcam_l337_img3836_d001_animal,animal,0.4089106917381286,0.4089106917381286,5015,image_level_animal_presence_support,not_animal,no,not_animal,no,animal,yes,candidate_not_animal_to_animal,62,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,requires_human_confirmation,False,False
iwild-cal-000077,calibration_audit,all_calibration_not_animal,iwildcam_l337_img3879_d001_animal,animal,0.4098420739173889,0.4098420739173889,5002,image_level_animal_presence_support,not_animal,no,not_animal,no,animal,yes,candidate_not_animal_to_animal,57,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,requires_human_confirmation,False,False
iwild-cal-000079,calibration_audit,all_calibration_not_animal,iwildcam_l337_img3939_d001_animal,animal,0.4158558249473572,0.4158558249473572,4912,image_level_animal_presence_support,not_animal,no,not_animal,no,animal,yes,candidate_not_animal_to_animal,24,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,requires_human_confirmation,False,False
iwild-cal-000082,calibration_audit,all_calibration_not_animal,iwildcam_l345_img1252_d002_animal,animal,0.4179576337337494,0.4179576337337494,4890,image_level_animal_presence_support,not_animal,no,not_animal,no,animal,yes,candidate_not_animal_to_animal,14,correction candidate: high-score unlabeled animal-present proposal; reviewer should confirm possible primary false negative,requires_human_confirmation,False,False
