domain,dataset,unit,proposal_source,model_family,verification_mode,block_definition,rho,alpha,K,seed,released,PARC_FTR,raw_topK_FTR,raw_topR_FTR,raw_only_tail_FTR,raw_unstable_count,PARC_unstable_count,prevented_unstable_followups,DFT_efficiency,raw_DFT_efficiency,max_observed_e,required_e,best_mass_ratio,self_consistency_margin,block_coverage,evidence_status
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,100,0,100,0.06,0.06,0.06,0.0,6,6,0,0.94,0.94,164.60714181580366,10.0,8.888785658053399,19.80583811480544,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,300,0,102,0.0686274509803921,0.29,0.0686274509803921,0.404040404040404,87,7,80,0.931372549019608,0.71,164.60714181580366,10.0,2.962928552684466,0.3940734089230879,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,500,0,61,0.0163934426229508,0.362,0.0163934426229508,0.4100227790432801,181,1,180,0.9836065573770492,0.638,164.60714181580366,10.0,1.7777571316106795,7.587914928194081,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,1000,0,0,0.0,0.415,0.0,0.415,415,0,415,0.0,0.585,164.60714181580366,10.0,0.8888785658053397,-8.058864935633773,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.1,5000,0,0,0.0,0.4006,0.0,0.4006,2003,0,2003,0.0,0.5994,164.60714181580366,10.0,0.1777757131610679,-9.638678437144309,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,100,0,100,0.06,0.06,0.06,0.0,6,6,0,0.94,0.94,164.60714181580366,5.0,17.777571316106798,24.80583811480544,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,300,0,150,0.1666666666666666,0.29,0.1666666666666666,0.4133333333333333,87,25,62,0.8333333333333334,0.71,164.60714181580366,5.0,5.925857105368932,0.1012744758505501,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,500,0,121,0.1570247933884297,0.362,0.1570247933884297,0.4274406332453825,181,19,162,0.8429752066115702,0.638,164.60714181580366,5.0,3.555514263221359,1.1294682789310713,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,1000,0,61,0.0163934426229508,0.415,0.0163934426229508,0.4408945686900958,415,1,414,0.9836065573770492,0.585,164.60714181580366,5.0,1.7777571316106795,7.587914928194081,0.9962018448182312,completed_public_DFT_label_followup
materials_discovery,Matbench Discovery WBM unique prototypes,stable_inorganic_crystal_candidate,cgcnn_ensemble_learned_materials_model,CGCNN 10-member ensemble,masked_DFT_stable_positives_hidden_label_followup,composition_family_pair,0.1,0.2,5000,0,0,0.0,0.4006,0.0,0.4006,2003,0,2003,0.0,0.5994,164.60714181580366,5.0,0.3555514263221359,-4.638678437144306,0.9962018448182312,completed_public_DFT_label_followup
